cal,d14c,d14csig,paper_ref,tree_ref
1514,-10.5,2.2,24,1
1515,-17,2.2,24,1
1516,-19.1,2.2,24,1
1517,-15.3,2.2,24,1
1518,-17.9,2.3,24,1
1519,-14,2.2,24,1
1520,-20.1,2.2,24,1
1521,-17.6,2.2,24,1
1522,-14.1,2.2,24,1
1523,-14.6,2.2,24,1
1524,-18.1,2.2,24,1
1525,-16.3,2.2,24,1
1526,-14.6,2.2,24,1
1527,-16.2,2.2,24,1
1528,-19.1,2.2,24,1
1529,-16.6,2.2,24,1
1530,-15.5,2.2,24,1
1531,-14,2.2,24,1
1532,-19.1,2.2,24,1
1533,-16.8,2.2,24,1
1534,-20,2.2,24,1
1535,-18.5,2.1,24,1
1536,-20.3,2.6,24,1
1537,-25.9,2.3,24,1
1538,-20.9,2.6,24,1
1539,-18.8,2.6,24,1
1540,-20,2.1,24,1
1541,-18,2.1,24,1
1542,-23.4,2.1,24,1
1543,-24.8,2.1,24,1
1544,-18.8,2.2,24,1
1545,-23.6,2.1,24,1
1546,-21.5,2.2,24,1
1547,-23.2,2.2,24,1
1548,-26.6,2.1,24,1
1549,-25.2,2.2,24,1
1550,-26.1,2.1,24,1
1551,-22,2.4,24,1
1552,-27.2,2.3,24,1
1553,-21.3,2.4,24,1
1554,-23,2.3,24,1
1555,-20.8,2.3,24,1
1556,-24.1,2.4,24,1
1557,-26.7,2.3,24,1
1558,-22.2,2.4,24,1
1559,-25.3,2.3,24,1
1560,-23.1,2.4,24,1
1561,-21.4,2.4,24,1
1562,-22.8,2.3,24,1
1563,-23.3,2.3,24,1
1564,-18.8,2.3,24,1
1565,-19.4,2.3,24,1
1566,-22.2,2.3,24,1
1567,-19.8,2.4,24,1
1568,-18.9,2.3,24,1
1569,-21.8,2.4,24,1
1570,-22.1,2.3,24,1
1571,-21.5,2.3,24,1
1572,-23.2,2.3,24,1
1573,-23.6,2.3,24,1
1574,-20.8,2.3,24,1
1575,-20.1,2.3,24,1
1576,-14.9,2.6,24,1
1577,-22.8,2.3,24,1
1578,-20.5,2.3,24,1
1579,-24.5,2.3,24,1
1580,-21.9,2.3,24,1
1581,-20.3,2.3,24,1
1582,-19,2.3,24,1
1583,-20.5,2.4,24,1
1584,-17.9,2.3,24,1
1585,-17.7,2.4,24,1
1586,-20.6,2.3,24,1
1587,-19.9,2.4,24,1
1588,-16.3,2.4,24,1
1589,-22.5,2.3,24,1
1590,-23.2,2.3,24,1
1591,-24.6,2.3,24,1
1592,-22.4,2.2,24,1
1593,-17.5,2.2,24,1
1594,-23.3,2.3,24,1
1595,-20.3,2.2,24,1
1596,-17.7,2.2,24,1
1597,-16.8,2.3,24,1
1598,-20.1,2.3,24,1
1599,-17.7,2.4,24,1
1600,-21,2.3,24,1
1603,-20.4,2.2,24,1
1604,-25,2.1,24,1
1605,-23.2,2.3,24,1
1606,-25.5,2.2,24,1
1607,-21.7,2.1,24,1
1608,-15.6,2.2,24,1
1609,-23.3,2.2,24,1
1610,-17.2,2.6,24,1
1611,-17.6,2.2,24,1
1612,-21.7,2.1,24,1
1613,-24.7,2.1,24,1
1615,-22,2.1,24,1
1616,-22.5,2.1,24,1
1617,-23.9,2.1,24,1
1618,-18.8,2.1,24,1
1620,-14.6,2.5,24,1
1621,-20.8,2.2,24,1
1623,-16,2.2,24,1
1624,-22.6,2.1,24,1
1625,-23.7,2.2,24,1
1626,-26.2,2.1,24,1
1627,-24.5,2.1,24,1
1628,-24.6,2.1,24,1
1629,-23.1,2.1,24,1
1630,-21.2,2.1,24,1
1631,-19.4,2.1,24,1
1632,-19.7,2.2,24,1
1633,-24.5,2.2,24,1
1634,-24,2.2,24,1
1635,-22.9,2.2,24,1
1636,-23.8,2.3,24,1
1637,-24,2.2,24,1
1638,-23.4,2.2,24,1
1639,-23.2,2.2,24,1
1640,-19.6,2.3,24,1
1641,-21.6,2.1,24,1
1644,-22.2,2.2,24,1
1645,-23.1,2.2,24,1
1646,-22.2,2.1,24,1
1647,-24.3,2.2,24,1
1648,-24.2,2.2,24,1
1649,-24.8,2.1,24,1
1650,-23,2.1,24,1
1651,-18.9,2.6,24,1
1652,-22.2,2.9,24,1
1653,-20.9,2.6,24,1
1654,-22,2.6,24,1
1655,-22.1,2.6,24,1
1656,-19.2,2.6,24,1
1657,-19,2.6,24,1
1658,-19.2,2.7,24,1
1659,-21.9,2.6,24,1
1660,-23.1,2.4,24,1
1464,-17.8,1.5,24,2
1465,-18.1,1.6,24,2
1466,-20.3,1.7,24,2
1467,-18.4,1.6,24,2
1468,-17.7,1.6,24,2
1469,-15.9,1.7,24,2
1470,-17.2,1.6,24,2
1471,-18.9,1.7,24,2
1472,-21.7,1.5,24,2
1473,-19.4,1.6,24,2
1474,-20.4,1.6,24,2
1476,-18.3,1.7,24,2
1477,-22.4,1.6,24,2
1478,-20.4,1.7,24,2
1479,-18.7,1.6,24,2
1480,-19.3,1.6,24,2
1481,-17.6,2,24,2
1482,-17.9,1.8,24,2
1483,-16.4,1.8,24,2
1484,-19,2,24,2
1485,-15.7,1.8,24,2
1486,-19.1,1.8,24,2
1487,-20.5,1.8,24,2
1488,-19,1.8,24,2
1489,-17.9,1.8,24,2
1490,-16.2,2,24,2
1491,-16.3,1.8,24,2
1492,-15.5,1.8,24,2
1493,-14.9,1.8,24,2
1494,-17.9,1.8,24,2
1495,-19.3,1.8,24,2
1496,-16.2,1.8,24,2
1497,-15.8,1.8,24,2
1498,-17.6,1.8,24,2
1499,-14.7,1.8,24,2
1500,-18.1,1.8,24,2
1501,-18.2,2,24,2
1502,-15.9,1.8,24,2
1503,-13.9,1.8,24,2
1504,-11.1,1.8,24,2
1505,-15,1.8,24,2
1506,-12.4,1.8,24,2
1508,-14,1.8,24,2
1509,-13.7,1.8,24,2
1510,-14.5,2.2,24,2
1511,-13.4,2.2,24,2
1512,-17.1,2.2,24,2
1513,-16.6,2.2,24,2
1514,-14.6,2.2,24,2
1515,-13.7,2.2,24,2
1516,-14.6,2.2,24,2
1517,-18.1,2.2,24,2
1518,-15.9,2.1,24,2
1519,-16.2,2.1,24,2
1520,-15.9,2.2,24,2
1521,-12.7,2.2,24,2
1522,-16.8,2.4,24,2
1523,-17.5,2.2,24,2
1524,-17.9,2.2,24,2
1525,-18.9,2.2,24,2
1526,-15.3,2.2,24,2
1527,-15.6,2.2,24,2
1528,-21.3,2.2,24,2
1529,-18.3,2.2,24,2
1530,-15.3,2.2,24,2
1531,-14.5,2.3,24,2
1532,-17.6,2.2,24,2
1533,-19.9,2.3,24,2
1534,-19.5,2.2,24,2
1535,-20,2.2,24,2
1536,-17.9,2.3,24,2
1537,-22.8,2.2,24,2
1538,-20.5,2.2,24,2
1539,-22.6,2.2,24,2
1540,-19.9,2.1,24,2
1541,-21.7,2.1,24,2
1542,-17.8,2.1,24,2
1543,-19.6,2,24,2
1544,-19.3,2.1,24,2
1545,-23.8,2.1,24,2
1546,-20.4,2.1,24,2
1547,-24.4,2.1,24,2
1548,-23.2,2.1,24,2
1549,-23.7,2.1,24,2
1550,-21,2.1,24,2
1551,-23.1,2.1,24,2
1552,-25.5,1.9,24,2
1553,-22,2.1,24,2
1554,-19.6,2.1,24,2
1557,-21.7,2.1,24,2
1558,-19.4,2.1,24,2
1559,-20.1,2.1,24,2
1560,-26.3,2.1,24,2
1561,-23.3,2.1,24,2
1562,-21.9,2.1,24,2
1563,-23.5,2.1,24,2
1564,-21.6,2.1,24,2
1566,-22.2,2.1,24,2
1567,-18.2,2.1,24,2
1568,-19.5,2.1,24,2
3567,15.3,2.8,42,1
3568,13.3,2.8,42,1
3569,16.8,2.8,42,1
3570,11,2.8,42,1
3571,10.1,3,42,1
3572,13.4,3.3,42,1
3573,9.8,3.4,42,1
3574,9.9,3,42,1
3575,10,2.9,42,1
3576,10.5,3,42,1
3577,12.1,3,42,1
3578,9.6,2.9,42,1
3579,12.3,2.9,42,1
3580,14.7,3.2,42,1
3581,11.9,3,42,1
3582,14,3.2,42,1
3583,13.5,2.9,42,1
3584,11.7,2.9,42,1
3585,10.5,3.4,42,1
3586,11.9,3,42,1
3587,14.1,3.2,42,1
3588,10.5,3,42,1
3589,8.7,3.1,42,1
3590,15.5,2.9,42,1
3591,15.4,2.9,42,1
3592,13,3.3,42,1
3593,14,3.8,42,1
3594,14.9,2.9,42,1
3595,8.9,3,42,1
3596,8.7,3.3,42,1
3597,8,2.8,42,1
3598,10.6,2.8,42,1
3599,10.7,2.8,42,1
3600,11.7,2.8,42,1
3601,11.5,2.8,42,1
3602,13.4,2.8,42,1
3603,15.8,2.8,42,1
3604,16,2.8,42,1
3605,14.7,2.8,42,1
3606,11.3,2.8,42,1
3607,14,2.8,42,1
3608,17.3,2.8,42,1
3609,15.8,2.8,42,1
3610,13.5,2.6,42,1
3611,21.5,2.8,42,1
3612,16.1,2,42,1
3613,20.2,1.8,42,1
3614,15.8,2,42,1
3615,15.3,1.8,42,1
3616,16.5,1.9,42,1
3617,18.1,2,42,1
3618,15.9,1.8,42,1
3619,18.8,1.9,42,1
3450,13.1,2.8,42,1
3451,15.4,3.2,42,1
3452,13,2.8,42,1
3453,14.9,2.9,42,1
3455,15.2,4.7,42,1
3457,11.7,2.8,42,1
3458,8.4,2.8,42,1
3459,11.6,2.8,42,1
3460,8,2.5,42,1
3461,10.8,3,42,1
3462,14.2,2.7,42,1
3463,13.2,2.5,42,1
3464,14.3,2.9,42,1
3465,12.3,2.8,42,1
3466,13.2,3.2,42,1
3467,11.4,2.6,42,1
3468,12.4,2.9,42,1
3469,11.1,3.1,42,1
3470,11.1,2.6,42,1
3471,7.1,2.6,42,1
3472,4.1,2.6,42,1
3473,8.2,2.6,42,1
3474,6.3,2.9,42,1
3475,12.8,2.8,42,1
3476,14.3,3.5,42,1
3477,16.5,2.9,42,1
3478,13.5,2.8,42,1
3479,14.5,2.9,42,1
3480,13.7,2.8,42,1
3481,11.2,2.5,42,1
3482,7.9,2.5,42,1
3483,8.2,2.5,42,1
3484,12.2,2.5,42,1
3485,11,2.5,42,1
3486,14.4,2.5,42,1
3487,11.5,2.8,42,1
3488,12.3,2.6,42,1
3489,9.6,2.6,42,1
3490,10.1,2.6,42,1
3491,9.4,2.8,42,1
3492,9.3,3.3,42,1
3493,3.8,2.6,42,1
3494,6.8,3.4,42,1
3495,5.5,2.6,42,1
3496,7.6,2.6,42,1
3497,8.9,2.9,42,1
3498,8.8,3.1,42,1
3499,4,2.6,42,1
3500,8.8,2.8,42,1
3501,11.4,2.5,42,1
3502,10.1,2.5,42,1
3503,5.6,3,42,1
3504,11.5,2.8,42,1
3505,10.3,2.9,42,1
3506,19.5,3,42,1
3507,13,2.9,42,1
3508,12,3.5,42,1
3509,14.3,3,42,1
3510,10.7,2.6,42,1
3511,8.6,3,42,1
3512,9.1,3,42,1
3513,11.5,3.1,42,1
3514,8.8,3.6,42,1
3515,12.9,2.8,42,1
3516,13.4,2.8,42,1
3517,10.8,2.8,42,1
3518,16,3.5,42,1
3519,12.5,3.2,42,1
3520,8.1,3.4,42,1
3521,11.3,3.1,42,1
3522,8.8,3.1,42,1
3523,10.6,3.1,42,1
3524,12.7,3.3,42,1
3525,13.1,3.2,42,1
3526,12.3,5.5,42,1
3527,17,3.5,42,1
3528,11.7,2.9,42,1
3529,12.6,2.9,42,1
3530,12.6,1.6,42,1
3531,12.7,1.6,42,1
3532,13.3,1.6,42,1
3533,11.5,1.8,42,1
3534,12.7,1.6,42,1
3535,16.6,1.8,42,1
3536,15.1,1.6,42,1
3537,16.8,1.6,42,1
3538,16.3,2.3,42,1
3539,16.3,1.6,42,1
3540,13.5,1.6,42,1
3541,14.4,1.6,42,1
3542,14.9,1.6,42,1
3543,17.1,1.8,42,1
3544,20,3.2,42,1
3545,16.8,1.6,42,1
3546,17.8,1.6,42,1
3547,16.4,2.3,42,1
3548,21.6,3.7,42,1
3549,18.2,1.8,42,1
3550,16.3,1.5,42,1
3551,15.5,1.6,42,1
3552,18.7,2,42,1
3553,16.4,1.6,42,1
3554,12.7,1.5,42,1
3555,18.7,1.6,42,1
3556,15.9,1.6,42,1
3557,16.4,1.8,42,1
3558,15.4,1.8,42,1
3559,14.5,1.6,42,1
3560,14.3,1.6,42,1
3561,17.2,2.4,42,1
3562,14.8,1.6,42,1
3563,14.8,1.9,42,1
3564,16.4,1.9,42,1
3565,9.7,2.6,42,1
3566,13.2,2.9,42,1
3620,13.9,3.4,42,1
3621,14.5,2.8,42,1
3622,15.1,3.3,42,1
3623,17,2.8,42,1
3624,17.1,2.8,42,1
3625,15,2.8,42,1
3626,15.8,2.8,42,1
3627,21.8,2.8,42,1
3628,17,2.8,42,1
3629,19.9,3.2,42,1
3630,18.8,2.8,42,1
3631,16.2,1.9,42,1
3632,18.5,2.3,42,1
3633,16.2,1.8,42,1
3634,18.5,2,42,1
3635,19.9,5,42,1
3636,22.3,3.7,42,1
3637,17.7,3,42,1
3638,21,3.1,42,1
3639,13.3,3,42,1
3640,18.4,3.2,42,1
3641,12,2.8,42,1
3642,13.8,2.9,42,1
3643,13.5,2.8,42,1
3644,16.8,3.9,42,1
3645,18,3,42,1
3646,13.9,2.8,42,1
3647,16.4,3,42,1
3648,15.7,2.8,42,1
3649,15,3,42,1
3462,13.8,2.8,42,1
3464,13,2.9,42,1
3466,18.2,2.9,42,1
3467,16.2,2.9,42,1
3468,7.9,3,42,1
3469,12.4,2.9,42,1
3470,15.9,2.8,42,1
3472,14.3,2.9,42,1
3473,12.5,2.9,42,1
3474,13.8,2.8,42,1
3475,15.4,3,42,1
3476,14.4,2.8,42,1
3478,18.7,3,42,1
3480,15.8,3.2,42,1
3482,13.5,2.9,42,1
3483,10.2,2.8,42,1
3485,18.7,2.8,42,1
3487,10.7,2.8,42,1
3489,9.9,2.8,42,1
3491,8.7,2.8,42,1
3493,9,2.8,42,1
3495,7.8,3,42,1
3580,7.7,2.4,42,1
3581,10.4,2.4,42,1
3582,16.5,2.4,42,1
3583,11,2.4,42,1
3584,10.7,2.4,42,1
3585,14.6,2.4,42,1
3586,13.2,2.5,42,1
3587,12.7,2.4,42,1
3588,12.1,2.5,42,1
3589,9.6,2.4,42,1
3590,13,2.6,42,1
3591,11.1,2.4,42,1
3592,11.2,2.9,42,1
3593,13.8,2.5,42,1
3594,10.2,2.6,42,1
3595,12.1,2.4,42,1
3596,6.2,2.4,42,1
3597,13.8,2.9,42,1
3598,10.6,2.9,42,1
3599,11.9,2.8,42,1
3600,13.4,2.9,42,1
3601,16.6,2.9,42,1
3602,15.1,2.5,42,1
3603,17.9,3,42,1
3604,12.4,2.6,42,1
3605,12.5,2.6,42,1
3606,13.7,2.6,42,1
3607,14.3,2.7,42,1
3608,15.7,2.7,42,1
3609,16.3,3.3,42,1
3610,17.3,2.7,42,1
3611,18,2.7,42,1
3612,22.3,2.8,42,1
3613,20.4,2.7,42,1
3614,19.2,2.7,42,1
3615,22.6,2.7,42,1
3618,17,2.8,42,1
3619,17.9,3.5,42,1
3620,14.3,3.4,42,1
3621,18.2,3.2,42,1
3622,17.8,3.7,42,1
3623,19.1,2.8,42,1
3624,18.3,2.8,42,1
3625,16.4,2.8,42,1
3626,17.6,2.7,42,1
3627,20.1,2.7,42,1
3628,18.4,2.7,42,1
3504,13.9,2.8,42,1
3505,12.9,2.8,42,1
3506,16.3,2.9,42,1
3507,14.9,2.8,42,1
3526,17,3.2,42,1
3527,11.3,2.6,42,1
3528,11.9,3.3,42,1
3529,11.9,2.6,42,1
3530,16.2,5.9,42,1
3531,12.6,3.2,42,1
3532,16.1,4,42,1
3533,13.4,3,42,1
3534,14.3,2.9,42,1
3535,14.4,3.2,42,1
3536,13,3,42,1
3537,11.4,2.9,42,1
3538,16.1,2.7,42,1
3539,13,3.2,42,1
3540,14.4,3.2,42,1
3541,17.3,3.5,42,1
3542,15,2.7,42,1
3543,17.7,3.2,42,1
3544,18.3,3.2,42,1
3545,17.7,3.2,42,1
3546,17.6,3.3,42,1
3547,17.9,4.9,42,1
3548,14.5,4.3,42,1
3549,14.8,4.4,42,1
3550,15.3,4,42,1
3551,16.5,6.1,42,1
3552,18.3,4.1,42,1
3553,18.5,4.2,42,1
3554,14.5,2.7,42,1
3555,19.3,2.7,42,1
3556,18.8,2.9,42,1
3557,18.3,2.7,42,1
3558,18.7,2.7,42,1
3559,16.7,3.4,42,1
3560,18.1,2.7,42,1
3561,17.9,2.7,42,1
3562,17.8,3.2,42,1
3563,16.2,2.7,42,1
3564,13.2,2.5,42,1
3565,17.5,3.3,42,1
3566,16.3,2.9,42,1
3567,16.8,4.7,42,1
3568,17.1,3,42,1
3569,12.2,3,42,1
3570,13.4,2.8,42,1
3571,13.9,2.9,42,1
3572,18,3,42,1
3573,17.6,2.5,42,1
3574,12.8,2.4,42,1
3575,12.1,2.5,42,1
3576,6.1,3,42,1
3577,12.3,2.8,42,1
3578,10.6,2.8,42,1
3579,13.3,2.9,42,1
17,-18.2,1.7,69,-1
18,-19.3,1.6,69,-1
19,-17.8,1.7,69,-1
20,-19.2,1.6,69,-1
20,-18.9,1.6,69,-1
21,-18,1.6,69,-1
22,-20.3,1.6,69,-1
23,-17.4,1.6,69,-1
24,-16.3,1.6,69,-1
24,-19.2,1.6,69,-1
25,-15.3,1.6,69,-1
26,-14.9,1.6,69,-1
27,-14.6,1.6,69,-1
28,-17,1.5,69,-1
28,-14.1,1.6,69,-1
29,-13.6,1.7,69,-1
30,-15.4,1.7,69,-1
31,-14.7,1.6,69,-1
32,-13.7,1.6,69,-1
32,-12.7,1.6,69,-1
33,-12.9,1.6,69,-1
34,-12.6,1.6,69,-1
35,-10.8,1.6,69,-1
36,-11.4,1.6,69,-1
36,-12.9,1.6,69,-1
37,-12,1.6,69,-1
38,-10.7,1.6,69,-1
39,-11.6,1.6,69,-1
40,-10.2,1.6,69,-1
40,-12.8,1.7,69,-1
41,-11.7,1.7,69,-1
42,-11.2,1.7,69,-1
43,-8.8,1.6,69,-1
44,-9.9,1.6,69,-1
44,-9.9,1.6,69,-1
45,-7.5,1.7,69,-1
46,-9.6,1.7,69,-1
47,-4,1.7,69,-1
48,-7,1.6,69,-1
48,-5.3,1.6,69,-1
49,-5.8,1.7,69,-1
50,-9.8,1.6,69,-1
51,-4.9,1.6,69,-1
52,-8,1.6,69,-1
52,-6.3,1.6,69,-1
53,-6.4,1.6,69,-1
54,-9.5,1.6,69,-1
55,-5.3,1.6,69,-1
56,-5.2,1.6,69,-1
56,-2.7,1.6,69,-1
57,-2.4,1.6,69,-1
58,-6.3,1.6,69,-1
59,-4.4,1.6,69,-1
60,-8.3,1.6,69,-1
60,-5.3,1.6,69,-1
61,-4.8,1.6,69,-1
62,-9.1,1.6,69,-1
63,-5.6,1.6,69,-1
64,-8.9,1.6,69,-1
64,-6.9,1.6,69,-1
65,-5.2,1.6,69,-1
66,-7.9,1.6,69,-1
67,-8,1.6,69,-1
68,-5.3,1.6,69,-1
68,-6.7,1.6,69,-1
69,-5.6,1.6,69,-1
70,-5.6,1.6,69,-1
71,-9.3,1.6,69,-1
72,-8.6,1.6,69,-1
72,-9.2,1.6,69,-1
73,-8.1,1.6,69,-1
74,-8.9,1.6,69,-1
75,-8.1,1.6,69,-1
76,-8,1.6,69,-1
76,-8.9,1.6,69,-1
77,-8.8,1.6,69,-1
78,-7.8,1.6,69,-1
79,-6,1.6,69,-1
80,-7.4,1.6,69,-1
80,-6.6,1.6,69,-1
81,-4.5,1.6,69,-1
82,-5.9,1.6,69,-1
83,-7.6,1.6,69,-1
84,-5.9,1.6,69,-1
84,-7.7,1.6,69,-1
85,-5.5,1.6,69,-1
86,-9.2,1.6,69,-1
87,-7.7,1.6,69,-1
88,-5.5,1.6,69,-1
88,-4.9,1.6,69,-1
89,-5.4,1.6,69,-1
90,-4.9,1.6,69,-1
91,-4.2,1.6,69,-1
92,-7.5,1.6,69,-1
92,-4.8,1.6,69,-1
93,-2.4,1.6,69,-1
94,-5.5,1.6,69,-1
95,-6.7,1.6,69,-1
96,-6.7,1.6,69,-1
96,-4.4,1.6,69,-1
97,-2.8,1.6,69,-1
98,-5.9,1.6,69,-1
99,-4.3,1.6,69,-1
100,-3.3,1.7,69,-1
100,-1.7,1.6,69,-1
100,-3.1,1.6,69,-1
101,-3.5,1.7,69,-1
102,-4.2,1.6,69,-1
103,-3.2,1.7,69,-1
104,-4.2,1.6,69,-1
105,-2.9,1.7,69,-1
106,-4.5,1.6,69,-1
107,-3.7,1.7,69,-1
108,-3.6,1.6,69,-1
109,-3,1.6,69,-1
110,-4,1.6,69,-1
111,-1.6,1.6,69,-1
112,-4,1.6,69,-1
113,0,1.6,69,-1
114,-1.3,1.6,69,-1
115,-1.8,1.6,69,-1
116,-1.8,1.6,69,-1
117,1.3,1.6,69,-1
118,1.8,1.6,69,-1
119,2.2,1.6,69,-1
120,1.9,1.6,69,-1
121,2.8,1.6,69,-1
122,4.7,1.6,69,-1
123,2.3,1.6,69,-1
124,4.3,1.6,69,-1
125,4.4,1.6,69,-1
126,2.4,1.6,69,-1
127,0.5,1.6,69,-1
128,2.3,1.6,69,-1
129,3.9,1.7,69,-1
130,1.5,1.7,69,-1
131,4.4,1.8,69,-1
132,2.7,1.7,69,-1
133,4,1.7,69,-1
134,2.1,1.7,69,-1
135,0.8,1.7,69,-1
136,6.3,1.8,69,-1
137,3.8,1.7,69,-1
138,5.4,1.8,69,-1
139,2.9,1.7,69,-1
140,1.3,1.7,69,-1
141,-0.4,1.7,69,-1
142,-1.5,1.7,69,-1
143,-2.7,1.7,69,-1
144,-2.4,1.7,69,-1
145,-1.1,1.7,69,-1
146,-1.9,1.7,69,-1
147,-2.6,1.7,69,-1
148,-0.6,1.7,69,-1
149,2,1.7,69,-1
150,-1.6,1.7,69,-1
151,0,1.7,69,-1
152,-2,1.7,69,-1
153,-3.8,1.7,69,-1
154,-6.2,1.7,69,-1
155,-6.6,1.7,69,-1
156,-8.5,1.6,69,-1
157,-11.9,1.6,69,-1
158,-9.8,1.6,69,-1
159,-8.5,1.6,69,-1
160,-11.1,1.6,69,-1
161,-10.5,1.6,69,-1
162,-5.9,1.6,69,-1
163,-9.5,1.6,69,-1
164,-4.4,1.6,69,-1
165,-5,1.6,69,-1
166,-5.9,1.6,69,-1
167,-5.6,1.6,69,-1
168,-5.2,1.6,69,-1
169,-4.8,1.6,69,-1
170,-3.8,1.6,69,-1
171,-4.7,1.6,69,-1
172,-3,1.6,69,-1
173,0.4,1.6,69,-1
174,0,1.6,69,-1
175,-1.6,1.6,69,-1
176,1.1,1.6,69,-1
177,-2.6,1.6,69,-1
178,-1.1,1.6,69,-1
179,-4.1,1.6,69,-1
180,-2,1.6,69,-1
181,-1.4,1.6,69,-1
181,-1.8,1.6,69,-1
182,-1.8,1.6,69,-1
182,0,1.6,69,-1
183,0.6,1.6,69,-1
184,-1.3,1.6,69,-1
185,1.7,1.6,69,-1
186,0.2,1.6,69,-1
187,1.8,1.9,69,-1
188,-3.8,1.7,69,-1
188,-0.8,1.6,69,-1
189,3.3,1.9,69,-1
190,0.8,1.9,69,-1
191,1.8,1.9,69,-1
192,6.1,1.9,69,-1
193,5.8,1.9,69,-1
194,4.3,1.6,69,-1
195,2.9,1.9,69,-1
195,2.3,1.6,69,-1
195,0.3,1.6,69,-1
196,3,2,69,-1
196,3.3,2,69,-1
197,0.8,2,69,-1
198,2.5,2,69,-1
199,5,2.1,69,-1
200,0.5,1.9,69,-1
200,0.2,2,69,-1
201,0.7,2,69,-1
202,4.2,2,69,-1
203,1.2,2,69,-1
204,-0.7,1.9,69,-1
204,0.3,2,69,-1
205,2,2,69,-1
205,-2,1.9,69,-1
206,-0.6,1.9,69,-1
206,4,2,69,-1
207,1,2,69,-1
208,1.9,1.9,69,-1
208,2.1,2,69,-1
209,4.4,2,69,-1
210,5.6,2,69,-1
210,6.1,1.9,69,-1
211,3.9,1.6,69,-1
211,4,1.6,69,-1
212,4.1,2,69,-1
212,5.4,2,69,-1
213,8.5,2,69,-1
214,2.6,1.9,69,-1
214,4.2,2.1,69,-1
215,7.5,2.1,69,-1
216,3.5,1.9,69,-1
217,3,1.9,69,-1
218,6.1,1.9,69,-1
218,7.5,2,69,-1
219,5.5,1.9,69,-1
219,1.6,2,69,-1
220,5.3,1.9,69,-1
221,8.6,1.9,69,-1
222,10.7,1.9,69,-1
223,9.3,1.9,69,-1
224,10.7,1.9,69,-1
225,6.8,1.9,69,-1
226,10.1,1.9,69,-1
227,15,1.9,69,-1
228,14.9,1.9,69,-1
229,14.1,1.9,69,-1
230,16,1.9,69,-1
231,13.6,1.9,69,-1
232,16.4,1.6,69,-1
233,18,1.6,69,-1
234,15.9,1.6,69,-1
236,14,1.9,69,-1
237,16.7,1.8,69,-1
238,13.4,1.8,69,-1
239,16.1,1.6,69,-1
240,16.3,1.9,69,-1
241,15.1,1.6,69,-1
242,15.8,1.9,69,-1
243,17.7,1.6,69,-1
244,12.3,1.9,69,-1
245,15.9,1.6,69,-1
246,16.8,1.6,69,-1
247,14.2,2,69,-1
249,18.6,1.6,69,-1
250,14.2,1.6,69,-1
251,17.4,1.6,69,-1
251,13.4,2,69,-1
252,15,1.6,69,-1
252,14.8,2,69,-1
252,12.4,1.6,69,-1
253,17.9,1.9,69,-1
253,15,2,69,-1
254,13.5,2,69,-1
254,15.3,1.6,69,-1
255,14.5,1.6,69,-1
255,13.6,1.6,69,-1
255,13.9,2,69,-1
256,9,2,69,-1
257,11.2,2,69,-1
258,13.1,1.6,69,-1
258,14.9,2,69,-1
259,16.9,2,69,-1
260,13,2.1,69,-1
261,13.1,1.6,69,-1
261,11.6,2,69,-1
262,12,2,69,-1
263,6.8,2,69,-1
264,13,1.6,69,-1
264,7.9,2,69,-1
265,10.3,1.8,69,-1
266,11.8,1.8,69,-1
267,12,1.9,69,-1
267,9.2,2,69,-1
268,14.3,1.9,69,-1
269,12.7,1.8,69,-1
270,10.2,2,69,-1
270,11.6,1.9,69,-1
271,9.7,1.9,69,-1
272,11.7,1.9,69,-1
273,13.1,2,69,-1
273,9,1.8,69,-1
274,8.9,1.8,69,-1
275,12.8,1.8,69,-1
276,13.9,2.1,69,-1
276,10.4,1.8,69,-1
277,11.5,1.8,69,-1
278,9.6,1.8,69,-1
279,10.8,2.1,69,-1
280,10.3,1.8,69,-1
281,8.3,1.8,69,-1
282,9.4,2,69,-1
282,8.1,1.8,69,-1
283,9.4,1.8,69,-1
284,7.9,1.8,69,-1
285,11,2,69,-1
285,6.1,1.8,69,-1
286,10.9,1.8,69,-1
287,7.9,1.8,69,-1
288,8.2,2.1,69,-1
288,7.7,1.8,69,-1
289,7,1.8,69,-1
290,6.2,1.9,69,-1
291,6.1,1.9,69,-1
291,5.1,2,69,-1
292,6.2,1.9,69,-1
293,3.7,1.9,69,-1
294,5.5,1.9,69,-1
294,3.7,1.9,69,-1
295,4.8,1.9,69,-1
296,6.3,1.9,69,-1
297,5.3,2,69,-1
297,3.8,1.9,69,-1
298,4.4,1.9,69,-1
299,8.1,1.9,69,-1
300,3.7,2,69,-1
300,3.7,1.9,69,-1
301,4.9,1.9,69,-1
302,4.7,1.9,69,-1
303,3.3,1.9,69,-1
303,2.2,2,69,-1
304,4.5,1.9,69,-1
306,3.2,1.9,69,-1
306,4.8,1.9,69,-1
307,3.2,1.9,69,-1
308,2.3,1.9,69,-1
309,3.8,1.9,69,-1
309,4.2,1.9,69,-1
310,1.6,1.9,69,-1
311,2.6,1.9,69,-1
312,0.9,2,69,-1
312,-0.6,1.9,69,-1
313,1.3,1.9,69,-1
314,3,1.9,69,-1
315,-1.2,1.7,69,-1
316,1.1,1.9,69,-1
317,0.8,1.9,69,-1
318,-2,1.9,69,-1
318,-0.1,1.7,69,-1
319,-1.6,1.7,69,-1
