cal,d14c,d14csig,paper_ref,tree_ref
320,0,1.9,69,-1
321,-3.7,2,69,-1
321,0,1.9,69,-1
322,-2.1,1.9,69,-1
323,0.4,1.9,69,-1
324,-0.6,2,69,-1
324,-0.9,1.9,69,-1
325,1.6,1.9,69,-1
326,3.3,2.1,69,-1
327,0.3,2,69,-1
327,0.2,2,69,-1
328,-1,1.7,69,-1
329,-2.5,1.9,69,-1
330,-3.8,2,69,-1
330,-4.8,1.9,69,-1
331,-2.7,1.9,69,-1
332,-2.2,1.9,69,-1
333,-5.5,2,69,-1
333,-2.9,1.9,69,-1
334,-5,1.7,69,-1
335,-4.3,1.9,69,-1
336,-4,1.9,69,-1
336,-5.8,1.9,69,-1
337,-3.2,1.9,69,-1
338,-0.9,1.9,69,-1
339,-3.8,2,69,-1
339,-2.7,1.9,69,-1
340,-0.9,1.6,69,-1
341,-1.4,1.6,69,-1
342,-1.8,2,69,-1
342,-5,1.6,69,-1
343,-3.1,1.6,69,-1
344,-4.7,1.6,69,-1
345,-2.5,2,69,-1
345,-6.3,1.6,69,-1
346,-3.9,1.6,69,-1
347,-2.1,1.6,69,-1
348,-2.3,2,69,-1
348,-3.8,1.6,69,-1
349,0.3,1.6,69,-1
350,-2.1,1.6,69,-1
351,-3.2,2,69,-1
351,-0.7,1.6,69,-1
352,-0.1,1.6,69,-1
353,-2.6,1.6,69,-1
354,-2,2,69,-1
354,-0.4,1.6,69,-1
355,-1.1,1.6,69,-1
356,-1.9,1.6,69,-1
357,-0.9,2,69,-1
357,-3.1,1.6,69,-1
358,0.1,1.6,69,-1
359,0.1,1.6,69,-1
360,0.6,1.9,69,-1
360,0.1,1.6,69,-1
361,1.6,1.6,69,-1
362,2,1.6,69,-1
363,3.5,1.6,69,-1
363,4.2,1.9,69,-1
364,3.1,1.6,69,-1
365,2.1,1.6,69,-1
366,2.7,2,69,-1
366,1,2,69,-1
367,4.3,1.9,69,-1
368,0.4,1.9,69,-1
369,1.6,2,69,-1
369,3.2,1.9,69,-1
370,4.1,1.9,69,-1
371,3.1,1.9,69,-1
371,6.1,2,69,-1
373,3.9,1.7,69,-1
373,4.9,1.9,69,-1
374,6.4,1.9,69,-1
375,4.9,1.9,69,-1
376,5.9,1.9,69,-1
376,4.2,1.8,69,-1
377,2,1.9,69,-1
378,7.2,1.9,69,-1
379,3.7,1.6,69,-1
379,4.7,1.9,69,-1
380,5.1,1.9,69,-1
381,9.2,1.9,69,-1
382,7.9,1.6,69,-1
382,5.6,1.9,69,-1
383,7.5,1.9,69,-1
384,6.1,2,69,-1
385,5.6,1.8,69,-1
385,5.8,1.9,69,-1
386,3.3,2,69,-1
387,7.5,1.9,69,-1
388,3.7,1.7,69,-1
388,9,2,69,-1
389,5.7,2,69,-1
390,5.7,2,69,-1
391,7.9,1.8,69,-1
391,11.4,2,69,-1
392,6,2,69,-1
393,8.4,1.8,69,-1
394,8.6,1.8,69,-1
394,7.5,1.8,69,-1
395,8,1.5,69,-1
396,7.6,1.6,69,-1
397,10.5,1.8,69,-1
397,8.7,1.6,69,-1
398,9.2,1.6,69,-1
399,7.6,1.6,69,-1
400,8.8,1.8,69,-1
400,12.7,1.6,69,-1
401,10.1,1.6,69,-1
402,7.8,1.8,69,-1
403,11.1,1.8,69,-1
403,10.5,1.8,69,-1
404,9.6,1.6,69,-1
405,14.9,1.6,69,-1
406,10.3,2,69,-1
407,11.2,2,69,-1
408,10.3,1.8,69,-1
408,12.6,2,69,-1
409,10.6,2,69,-1
410,8.8,2,69,-1
411,10.9,1.6,69,-1
411,10.1,2,69,-1
412,13.7,2,69,-1
413,12.3,2,69,-1
414,13.1,1.6,69,-1
414,13.6,1.9,69,-1
415,14.2,2,69,-1
416,12.8,2,69,-1
417,13.2,1.6,69,-1
417,14.4,2,69,-1
418,13.2,2,69,-1
419,12.5,2,69,-1
420,11.5,1.9,69,-1
420,11.4,1.6,69,-1
421,11.4,2,69,-1
422,15.9,2,69,-1
423,11.3,2,69,-1
423,12.5,1.6,69,-1
424,13.2,2,69,-1
425,11.6,2,69,-1
426,11.6,2,69,-1
426,12.1,1.6,69,-1
427,11.1,2,69,-1
428,11.9,2,69,-1
429,10.6,2,69,-1
429,11.5,1.6,69,-1
431,10,1.8,69,-1
432,10.2,1.6,69,-1
432,12.6,1.8,69,-1
433,9.5,1.6,69,-1
434,9,1.6,69,-1
435,11.9,1.8,69,-1
435,11.1,1.8,69,-1
436,12.1,1.6,69,-1
437,11.6,1.6,69,-1
438,11.6,1.8,69,-1
438,13.5,1.6,69,-1
439,9.3,1.8,69,-1
440,12.7,1.6,69,-1
441,11.7,1.9,69,-1
441,13.1,1.8,69,-1
441,10,1.6,69,-1
442,7.4,1.5,69,-1
443,12.2,2,69,-1
444,8.4,1.8,69,-1
444,9.8,1.9,69,-1
445,11.2,1.9,69,-1
446,10.4,1.9,69,-1
447,11.7,1.8,69,-1
447,8.9,1.9,69,-1
448,8.8,1.9,69,-1
449,9.8,1.8,69,-1
450,11.3,2,69,-1
450,11.1,2.3,69,-1
451,11,2,69,-1
452,11.7,2.1,69,-1
452,6.4,2.3,69,-1
453,10.8,2.1,69,-1
453,10.5,1.5,69,-1
454,13.3,2.1,69,-1
454,9,2.3,69,-1
455,12.5,2.1,69,-1
455,8.1,2.3,69,-1
456,14.2,2.1,69,-1
456,10.7,2.3,69,-1
457,13.5,2.3,69,-1
457,10.1,2.1,69,-1
458,8.9,1.6,69,-1
458,12.5,2.1,69,-1
459,10.6,1.8,69,-1
459,11.4,2.1,69,-1
460,11.3,1.6,69,-1
460,12.3,2.1,69,-1
461,14.3,1.6,69,-1
461,9.4,2.1,69,-1
462,13.4,2,69,-1
462,8.5,1.6,69,-1
463,7.7,2.1,69,-1
463,11,1.8,69,-1
464,11.8,2.1,69,-1
464,10.9,1.6,69,-1
465,10.9,2,69,-1
465,11.5,1.8,69,-1
466,12.1,2,69,-1
467,7.2,2.1,69,-1
467,9.9,1.6,69,-1
468,9.9,2,69,-1
468,13.3,1.6,69,-1
469,9.7,2.1,69,-1
469,12.6,1.8,69,-1
470,12.7,1.6,69,-1
471,8.6,1.8,69,-1
472,9.7,1.6,69,-1
473,12.5,1.8,69,-1
474,13,1.6,69,-1
475,11.2,1.8,69,-1
476,11.6,1.6,69,-1
477,7.8,1.6,69,-1
478,7.4,1.6,69,-1
479,8.9,1.6,69,-1
480,9.4,1.6,69,-1
481,10.8,1.6,69,-1
482,10.9,1.9,69,-1
482,11.1,1.6,69,-1
483,10.6,1.9,69,-1
484,8.2,1.6,69,-1
485,8.3,2,69,-1
486,10.5,1.6,69,-1
487,13.2,1.9,69,-1
488,10.3,1.6,69,-1
488,11,2,69,-1
489,11.5,1.6,69,-1
490,8.1,2.8,69,-1
490,9.8,1.9,69,-1
490,8.8,1.6,69,-1
491,9.8,1.6,69,-1
492,10.1,1.6,69,-1
492,8,2,69,-1
493,7.4,1.6,69,-1
493,8.5,2.1,69,-1
494,6.4,1.6,69,-1
495,7.4,1.6,69,-1
495,5.1,2,69,-1
496,7.7,1.6,69,-1
497,8.7,1.9,69,-1
498,7.2,1.9,69,-1
499,7.5,2,69,-1
500,9.7,1.9,69,-1
501,7.7,1.9,69,-1
501,8.1,1.6,69,-1
502,8.7,1.9,69,-1
503,10.2,1.8,69,-1
503,5.2,1.8,69,-1
504,5.6,1.8,69,-1
505,7.2,1.6,69,-1
506,4.7,1.9,69,-1
507,8.2,1.9,69,-1
507,2.3,1.7,69,-1
508,3.1,1.6,69,-1
509,2.8,1.9,69,-1
510,3.2,1.9,69,-1
511,3.7,1.9,69,-1
512,2.4,2,69,-1
513,4.1,2,69,-1
514,1.9,1.6,69,-1
515,3.2,2,69,-1
516,0.7,2,69,-1
516,1.3,1.6,69,-1
517,2.4,2,69,-1
518,4,2,69,-1
519,1.4,2,69,-1
520,-2,2,69,-1
521,3.5,2,69,-1
522,5,2,69,-1
523,3.1,1.6,69,-1
523,2.4,2,69,-1
524,1.3,2.1,69,-1
524,4.1,1.6,69,-1
525,2,2,69,-1
526,0,2,69,-1
527,3.3,2,69,-1
527,1.8,1.6,69,-1
528,-1.1,2,69,-1
529,-3.3,2,69,-1
530,-0.1,1.6,69,-1
530,-2.6,1.9,69,-1
530,-0.2,2.1,69,-1
531,-4.8,2,69,-1
531,-0.1,2.1,69,-1
532,-0.6,2,69,-1
532,-0.3,2,69,-1
533,-1.4,2,69,-1
533,-0.5,1.9,69,-1
533,-2.1,2.1,69,-1
534,1.2,1.6,69,-1
534,-0.5,2.4,69,-1
535,1.4,2,69,-1
535,-3.9,2,69,-1
536,0.2,1.6,69,-1
536,-1.3,2.1,69,-1
536,-1.1,1.9,69,-1
537,-1.6,2,69,-1
537,1.1,1.6,69,-1
538,-0.6,2.1,69,-1
538,2,2,69,-1
539,-3.4,1.9,69,-1
539,-2.9,2,69,-1
540,-0.3,2.1,69,-1
541,-1.2,2.1,69,-1
542,-2.8,1.9,69,-1
542,0.1,2.2,69,-1
543,-2.3,2.1,69,-1
544,-1.4,2,69,-1
545,-3.5,1.9,69,-1
545,-5.8,2,69,-1
546,-4.5,2,69,-1
547,-3.8,2.1,69,-1
548,-2.8,1.9,69,-1
548,-7.6,2.3,69,-1
549,-4.4,1.9,69,-1
550,-3.1,1.7,69,-1
551,-3.1,1.9,69,-1
551,-2.8,1.7,69,-1
552,-3.6,1.7,69,-1
553,-2.9,1.9,69,-1
554,-6.8,1.9,69,-1
554,-5,1.7,69,-1
555,-8.8,1.7,69,-1
556,-7.2,1.7,69,-1
557,-6.3,1.9,69,-1
557,-6.7,1.9,69,-1
558,-6.8,1.7,69,-1
559,-10.3,1.8,69,-1
560,-9,1.9,69,-1
560,-6.9,1.7,69,-1
561,-9.8,1.8,69,-1
562,-9.9,1.7,69,-1
563,-8.5,1.9,69,-1
563,-10.3,1.7,69,-1
564,-12.7,1.8,69,-1
565,-12.2,1.7,69,-1
566,-11.6,1.8,69,-1
566,-7.2,1.7,69,-1
567,-8.8,1.7,69,-1
568,-11,1.7,69,-1
569,-10.4,1.7,69,-1
569,-8.7,1.7,69,-1
570,-10.4,1.7,69,-1
571,-9.7,1.7,69,-1
572,-11.9,1.7,69,-1
572,-12.4,1.8,69,-1
573,-14.5,1.7,69,-1
574,-15.1,1.8,69,-1
575,-14.2,1.8,69,-1
575,-15.1,1.7,69,-1
576,-13,2.2,69,-1
577,-13.3,2.2,69,-1
578,-13.9,2.2,69,-1
579,-11.1,2.2,69,-1
580,-11.6,2.2,69,-1
581,-9.8,2.2,69,-1
582,-9,2.2,69,-1
583,-13,2.2,69,-1
584,-9.4,2.2,69,-1
585,-6.6,2.2,69,-1
586,-8.3,2.2,69,-1
587,-8.5,2.2,69,-1
588,-5.9,2.2,69,-1
589,-7.3,2.2,69,-1
590,-7.4,2.2,69,-1
591,-6.7,2.2,69,-1
592,-4.3,2.2,69,-1
593,-5.3,2.2,69,-1
594,-5.9,1.5,69,-1
595,-2.3,2.2,69,-1
596,-2.5,1.9,69,-1
596,-1.5,2.2,69,-1
597,-1.7,2.2,69,-1
597,0.9,1.9,69,-1
598,1.3,2.2,69,-1
598,-1.1,1.9,69,-1
599,0.4,2.2,69,-1
600,-1.5,2.2,69,-1
601,-0.9,2.2,69,-1
601,-2.1,1.9,69,-1
602,-3.7,2.4,69,-1
603,-1,1.9,69,-1
603,0.9,1.9,69,-1
604,-1.3,1.9,69,-1
605,-0.4,1.6,69,-1
606,-0.9,1.7,69,-1
606,2.9,1.7,69,-1
607,-1.3,1.9,69,-1
607,2.5,1.7,69,-1
608,0.7,1.6,69,-1
609,-0.8,1.9,69,-1
609,1.3,1.9,69,-1
610,2.6,1.9,69,-1
611,-0.9,1.9,69,-1
611,-3.1,1.7,69,-1
612,0.3,1.9,69,-1
613,1.7,1.6,69,-1
613,-1.9,1.7,69,-1
613,2.8,1.9,69,-1
614,3.6,1.6,69,-1
615,1.4,1.9,69,-1
616,-1.8,1.9,69,-1
616,-1.2,1.7,69,-1
616,3.4,1.7,69,-1
616,1.2,1.6,69,-1
617,2.7,1.6,69,-1
617,1.9,1.9,69,-1
617,1.7,1.7,69,-1
618,1.6,1.6,69,-1
618,1.9,1.9,69,-1
619,4.1,1.9,69,-1
619,2.8,1.9,69,-1
620,3.4,1.7,69,-1
620,3.3,1.9,69,-1
620,3.1,1.9,69,-1
621,2.2,1.9,69,-1
621,4.3,1.9,69,-1
622,1.9,1.9,69,-1
622,2.3,1.9,69,-1
622,3.5,1.9,69,-1
623,3.3,2.1,69,-1
623,0.8,1.6,69,-1
624,-0.2,1.6,69,-1
624,1,1.6,69,-1
624,0.7,2.1,69,-1
625,-0.2,1.6,69,-1
625,2.8,2,69,-1
625,3.3,1.9,69,-1
626,0.9,1.6,69,-1
626,-0.7,2,69,-1
627,-1.6,1.6,69,-1
627,3.8,1.6,69,-1
627,-1.7,2,69,-1
628,0.8,1.9,69,-1
628,1.9,2.1,69,-1
628,-1.1,1.6,69,-1
629,-0.6,2,69,-1
629,0.7,1.6,69,-1
630,-3.7,1.6,69,-1
630,-2,1.9,69,-1
630,-1.3,1.6,69,-1
631,-0.5,1.9,69,-1
631,0.9,1.9,69,-1
632,-2,1.9,69,-1
633,-4.5,1.9,69,-1
634,1.5,1.9,69,-1
634,-1.9,1.9,69,-1
635,-0.5,1.9,69,-1
636,-3,1.9,69,-1
637,-0.1,1.9,69,-1
637,-2.5,1.9,69,-1
639,1,1.9,69,-1
640,-1,1.9,69,-1
640,-1.1,1.9,69,-1
642,-4,1.9,69,-1
643,0.7,2,69,-1
644,0.7,1.9,69,-1
644,2.3,1.7,69,-1
645,-2.9,1.9,69,-1
647,-4.5,1.9,69,-1
647,-1.8,1.9,69,-1
648,-4.3,1.9,69,-1
649,-3.6,2,69,-1
650,-4.8,1.9,69,-1
650,-0.2,1.9,69,-1
651,-3.2,1.9,69,-1
652,-5.5,1.9,69,-1
653,-3.3,1.9,69,-1
653,-5.9,1.9,69,-1
654,-7.9,1.9,69,-1
655,-6.1,1.9,69,-1
656,-4.2,1.9,69,-1
656,-8,1.9,69,-1
657,-4.9,2.4,69,-1
658,-5.7,2.4,69,-1
659,-4.7,2.4,69,-1
660,-6.7,2.3,69,-1
661,-7,2.3,69,-1
662,-4.1,2.4,69,-1
663,-5.7,2.4,69,-1
664,-10,2.3,69,-1
665,-7.2,2.3,69,-1
666,-9.1,2.3,69,-1
667,-3.7,2.4,69,-1
668,-6.3,2.4,69,-1
669,-5,2.4,69,-1
670,-5.9,2.4,69,-1
671,-10.9,2.3,69,-1
672,-10.9,2.3,69,-1
674,-13.5,2.2,69,-1
674,-12,1.8,69,-1
675,-15.9,2.2,69,-1
675,-10.4,2.1,69,-1
676,-12.1,1.8,69,-1
677,-13,2.1,69,-1
678,-12.8,1.8,69,-1
679,-11.9,2.1,69,-1
680,-10.6,1.8,69,-1
681,-15.8,2.1,69,-1
682,-15.1,1.8,69,-1
683,-15.5,2.1,69,-1
684,-13,1.8,69,-1
685,-15.9,2.1,69,-1
686,-15.4,1.8,69,-1
687,-16.7,2.1,69,-1
688,-18.9,1.8,69,-1
689,-15,2.1,69,-1
690,-14.2,1.8,69,-1
691,-16.5,2.1,69,-1
692,-19.8,1.8,69,-1
693,-18.6,2.1,69,-1
694,-14.2,1.8,69,-1
695,-12.3,2.2,69,-1
696,-15.4,1.8,69,-1
697,-18.1,2.1,69,-1
698,-15,2,69,-1
699,-17.9,2.1,69,-1
700,-15.9,1.8,69,-1
701,-16.5,2.1,69,-1
702,-16,1.8,69,-1
703,-17.7,2.1,69,-1
704,-12.7,1.8,69,-1
705,-14.1,2.1,69,-1
706,-14.1,1.8,69,-1
707,-15.7,2.1,69,-1
708,-13.4,1.8,69,-1
709,-16.1,2.1,69,-1
710,-14,1.8,69,-1
711,-13.9,2.1,69,-1
712,-12.8,1.8,69,-1
713,-11.4,2.1,69,-1
714,-12,1.8,69,-1
715,-13,2.1,69,-1
716,-10.2,1.8,69,-1
717,-13.8,2.1,69,-1
718,-11.7,1.8,69,-1
719,-13.8,2.1,69,-1
720,-13.5,1.8,69,-1
721,-14.3,2.1,69,-1
722,-13.3,2.1,69,-1
722,-14.1,2,69,-1
723,-12.4,2.1,69,-1
723,-15.4,2,69,-1
724,-12.8,2,69,-1
724,-16.2,2.1,69,-1
725,-13.9,2,69,-1
725,-10.5,1.8,69,-1
726,-13.9,1.8,69,-1
726,-12.3,2,69,-1
727,-12.1,2,69,-1
727,-17.5,2.1,69,-1
728,-15.9,1.8,69,-1
728,-14.2,2,69,-1
729,-16,2.1,69,-1
729,-12.1,2,69,-1
730,-12.7,1.8,69,-1
730,-17.5,2,69,-1
731,-16,1.8,69,-1
731,-16.3,2.1,69,-1
732,-17.4,2.1,69,-1
732,-21.1,1.7,69,-1
733,-19.1,2.1,69,-1
733,-19.9,2,69,-1
734,-17.2,2.1,69,-1
734,-20.2,1.7,69,-1
735,-15.9,2.1,69,-1
735,-17.9,2,69,-1
736,-17.1,2.1,69,-1
736,-21.3,1.7,69,-1
737,-17,2.1,69,-1
737,-18.2,2,69,-1
738,-16.5,2.1,69,-1
738,-18.6,1.7,69,-1
739,-15.5,2.1,69,-1
739,-18,2,69,-1
740,-18.4,2.1,69,-1
740,-19.3,1.7,69,-1
741,-19.8,2.1,69,-1
741,-21.1,1.9,69,-1
742,-18,2.1,69,-1
742,-19.2,1.7,69,-1
743,-18.1,2,69,-1
743,-19.7,2.1,69,-1
744,-21.3,1.7,69,-1
744,-15.6,2.1,69,-1
745,-17.2,2.1,69,-1
745,-15.7,2,69,-1
747,-17.2,2.1,69,-1
748,-16.6,1.7,69,-1
749,-17.1,2.1,69,-1
749,-16.3,2,69,-1
750,-19.7,1.8,69,-1
751,-19.7,2,69,-1
752,-21.2,1.7,69,-1
753,-21.2,1.9,69,-1
754,-19.8,1.7,69,-1
755,-19.9,2,69,-1
756,-19.8,1.7,69,-1
757,-15.9,2,69,-1
758,-16.8,1.7,69,-1
759,-15.4,2,69,-1
760,-16.1,1.7,69,-1
761,-15.3,2,69,-1
762,-17.5,1.7,69,-1
763,-17.5,2,69,-1
764,-18.4,1.7,69,-1
765,-11.7,2,69,-1
766,-15.4,1.7,69,-1
767,-12.9,2,69,-1
768,-12.8,1.7,69,-1
769,-14.3,2,69,-1
770,-15.5,1.7,69,-1
771,-14.7,2,69,-1
772,-17.6,1.7,69,-1
773,-15.8,2,69,-1
774,-15.3,1.7,69,-1
775,-19.8,2,69,-1
776,-14.9,1.7,69,-1
777,-17.3,2,69,-1
778,-18.4,1.7,69,-1
779,-17,2,69,-1
780,-15.7,1.7,69,-1
781,-16.2,2.1,69,-1
781,-11,2,69,-1
782,-14,1.7,69,-1
783,-13.9,2.1,69,-1
783,-16.8,2,69,-1
784,-14.4,1.7,69,-1
785,-12.6,2,69,-1
785,-18.8,2.2,69,-1
786,-16.4,1.7,69,-1
786,-19.5,2.2,69,-1
786,-17.5,1.7,69,-1
787,-16.4,2.2,69,-1
787,-17.8,2,69,-1
788,-16.7,1.7,69,-1
788,-16.5,2.2,69,-1
789,-17.2,2,69,-1
789,-17.1,2.2,69,-1
789,-19.4,1.7,69,-1
790,-16,2.2,69,-1
791,-17.8,2.2,69,-1
792,-20.1,1.7,69,-1
792,-15.4,2.2,69,-1
793,-14.9,2.8,69,-1
794,-19,1.6,69,-1
794,-17,2.2,69,-1
795,-21,1.7,69,-1
795,-20.1,2.2,69,-1
796,-17.9,2.2,69,-1
796,-22.2,1.6,69,-1
797,-22,2.2,69,-1
798,-24.3,1.7,69,-1
798,-21.3,2.2,69,-1
799,-22.5,2.2,69,-1
800,-18.7,2.2,69,-1
801,-21.1,1.7,69,-1
801,-20.4,2.2,69,-1
802,-20.4,2.2,69,-1
803,-19.1,2.2,69,-1
804,-21.8,1.7,69,-1
804,-19.8,2.1,69,-1
805,-18.7,2.2,69,-1
806,-20.2,2.2,69,-1
807,-21.3,2.1,69,-1
807,-23,1.7,69,-1
808,-23.1,2.1,69,-1
809,-20.7,2.2,69,-1
810,-19.5,1.7,69,-1
811,-19.5,1.8,69,-1
812,-19,1.8,69,-1
813,-18.4,1.6,69,-1
813,-18,1.8,69,-1
814,-19.8,1.8,69,-1
815,-16.9,1.8,69,-1
816,-17.8,1.7,69,-1
816,-18.6,1.8,69,-1
817,-17.8,1.8,69,-1
817,-20,1.6,69,-1
818,-14.6,1.7,69,-1
818,-21.9,1.6,69,-1
818,-18.3,1.8,69,-1
819,-18.2,1.7,69,-1
819,-18.9,1.6,69,-1
819,-17.4,1.8,69,-1
820,-20.7,1.6,69,-1
820,-18,1.8,69,-1
821,-18.9,1.6,69,-1
821,-19.5,1.8,69,-1
821,-19.3,1.6,69,-1
822,-18.8,1.8,69,-1
822,-13.9,1.7,69,-1
822,-18.2,1.6,69,-1
823,-17.3,1.8,69,-1
823,-16.5,1.6,69,-1
824,-18.3,1.6,69,-1
824,-15.6,1.6,69,-1
824,-18,1.8,69,-1
825,-18.3,1.7,69,-1
825,-21.5,1.8,69,-1
825,-20.2,1.6,69,-1
826,-18.5,1.8,69,-1
826,-17.7,1.6,69,-1
827,-17.3,1.6,69,-1
827,-17.3,1.6,69,-1
827,-20.6,1.8,69,-1
828,-19.2,1.6,69,-1
828,-22.2,2.1,69,-1
828,-18.5,1.8,69,-1
829,-18.6,1.8,69,-1
829,-16,1.8,69,-1
830,-19.7,1.8,69,-1
830,-17.2,1.8,69,-1
830,-17.3,1.6,69,-1
831,-19.9,1.8,69,-1
831,-16.4,2.1,69,-1
831,-16.8,1.8,69,-1
832,-19.2,1.8,69,-1
832,-17.7,1.8,69,-1
833,-19.4,1.8,69,-1
833,-18,1.6,69,-1
833,-15.8,1.8,69,-1
834,-17.3,2.1,69,-1
834,-17.6,1.8,69,-1
834,-17.8,1.8,69,-1
835,-16.5,1.8,69,-1
835,-19.3,1.8,69,-1
836,-16.1,1.8,69,-1
836,-20.3,1.8,69,-1
836,-17.7,1.6,69,-1
837,-19.3,1.8,69,-1
838,-18,1.8,69,-1
839,-18.8,1.8,69,-1
839,-18.5,1.6,69,-1
840,-18.2,1.8,69,-1
841,-17.2,1.8,69,-1
842,-19,1.6,69,-1
842,-15,1.8,69,-1
843,-17.5,1.8,69,-1
844,-19.8,1.8,69,-1
845,-15.8,1.6,69,-1
845,-16.4,1.8,69,-1
846,-15.6,1.8,69,-1
847,-15.2,1.8,69,-1
848,-15.4,1.6,69,-1
848,-15.8,1.8,69,-1
849,-16.9,1.8,69,-1
850,-13.5,1.8,69,-1
851,-15.1,1.6,69,-1
851,-15,1.7,69,-1
852,-15.2,1.8,69,-1
853,-12.5,1.8,69,-1
854,-12.4,1.6,69,-1
854,-13.7,1.8,69,-1
855,-13.6,1.8,69,-1
856,-14.1,1.7,69,-1
857,-18.6,1.5,69,-1
857,-16,1.6,69,-1
858,-16.3,1.7,69,-1
859,-15.1,1.7,69,-1
860,-13.1,1.6,69,-1
860,-17.7,1.6,69,-1
861,-14.7,1.7,69,-1
862,-15.7,1.7,69,-1
863,-16.3,1.6,69,-1
863,-14.9,1.6,69,-1
864,-14.1,1.7,69,-1
865,-14.6,1.7,69,-1
866,-14.9,1.6,69,-1
866,-12.7,1.6,69,-1
867,-14,1.7,69,-1
868,-13.1,1.7,69,-1
869,-15.8,1.6,69,-1
869,-13.1,1.6,69,-1
870,-13.3,1.7,69,-1
871,-9.2,1.7,69,-1
872,-13.3,1.6,69,-1
872,-7.8,1.6,69,-1
873,-8.5,1.7,69,-1
874,-9.5,1.7,69,-1
875,-10.1,1.6,69,-1
875,-8.3,1.6,69,-1
876,-12.3,1.7,69,-1
877,-10.3,1.7,69,-1
878,-8,1.6,69,-1
878,-8.5,1.6,69,-1
879,-7.4,1.7,69,-1
880,-9.8,1.7,69,-1
881,-7.6,1.6,69,-1
881,-9.3,1.6,69,-1
882,-7.8,1.7,69,-1
883,-6.1,1.6,69,-1
883,-5,1.6,69,-1
884,-8.9,1.7,69,-1
885,-9.9,1.7,69,-1
886,-7.7,1.6,69,-1
886,-7.3,1.6,69,-1
887,-7.4,1.7,69,-1
888,-8.6,1.7,69,-1
889,-6.7,1.6,69,-1
889,-7.1,1.6,69,-1
890,-8.9,1.7,69,-1
891,-6,1.7,69,-1
892,-7.8,1.6,69,-1
892,-9.3,1.6,69,-1
893,-8,1.7,69,-1
894,-4.9,1.6,69,-1
895,-2.6,1.6,69,-1
895,-3.1,1.6,69,-1
896,-3.6,1.6,69,-1
897,-4.8,1.6,69,-1
898,-11.4,1.6,69,-1
898,-9.7,1.6,69,-1
899,-8.6,1.6,69,-1
900,-7.5,1.6,69,-1
901,-9,1.6,69,-1
901,-9,1.6,69,-1
908,-13.2,1.6,69,-1
909,-10.1,1.6,69,-1
910,-12.3,1.6,69,-1
911,-11.2,1.6,69,-1
912,-11.7,1.6,69,-1
913,-11.1,1.6,69,-1
914,-8,1.6,69,-1
915,-11,1.6,69,-1
916,-9.5,1.6,69,-1
917,-11.5,1.6,69,-1
918,-10.3,1.6,69,-1
919,-14.5,1.6,69,-1
920,-10.6,1.7,69,-1
921,-12.9,1.7,69,-1
921,-13.8,1.6,69,-1
922,-12.5,1.7,69,-1
923,-13,1.7,69,-1
924,-12.5,1.7,69,-1
924,-16.7,1.6,69,-1
925,-12.5,1.7,69,-1
926,-11.9,1.6,69,-1
927,-14,1.7,69,-1
927,-15.1,1.6,69,-1
928,-18.2,1.7,69,-1
929,-16.1,1.7,69,-1
930,-19.4,1.6,69,-1
930,-15.8,1.6,69,-1
931,-16.7,1.7,69,-1
932,-16.8,1.6,69,-1
933,-17.9,1.7,69,-1
933,-17.3,1.6,69,-1
934,-18.8,1.7,69,-1
935,-18.6,1.7,69,-1
936,-15.6,1.6,69,-1
936,-16.6,1.6,69,-1
937,-16.4,1.7,69,-1
938,-16.8,1.7,69,-1
939,-15.8,1.7,69,-1
939,-18.6,1.6,69,-1
940,-16.6,1.7,69,-1
941,-18.2,1.8,69,-1
942,-15.4,1.6,69,-1
942,-18.9,1.8,69,-1
943,-20.9,1.8,69,-1
944,-18.3,1.7,69,-1
945,-18.7,1.7,69,-1
945,-17.4,1.6,69,-1
946,-16.1,1.7,69,-1
947,-14.2,1.7,69,-1
948,-14.8,1.7,69,-1
948,-13.9,1.6,69,-1
949,-11,1.7,69,-1
950,-12.5,2.2,69,-1
950,-17,2.1,69,-1
950,-15.5,2.3,69,-1
950,-13.7,1.7,69,-1
951,-12.8,2.1,69,-1
951,-13.6,2.1,69,-1
951,-17.1,2.4,69,-1
951,-11.6,1.6,69,-1
951,-13.5,1.7,69,-1
952,-8.4,2.1,69,-1
952,-9.5,2.3,69,-1
952,-13.7,1.7,69,-1
952,-13.1,2.1,69,-1
953,-11,2.1,69,-1
953,-12.2,2.1,69,-1
953,-15.4,1.7,69,-1
953,-9.3,2.3,69,-1
954,-14.5,2,69,-1
954,-11.9,2.1,69,-1
954,-6.1,2.5,69,-1
954,-13.2,1.6,69,-1
954,-15.7,1.7,69,-1
955,-13.4,2.5,69,-1
955,-7.4,2.1,69,-1
955,-16.4,2,69,-1
955,-13.7,1.7,69,-1
956,-9.5,2.2,69,-1
956,-17.2,2.1,69,-1
956,-7.6,2.5,69,-1
956,-17.9,1.8,69,-1
956,-14.3,2.1,69,-1
957,-15.1,1.7,69,-1
957,-19.5,2.2,69,-1
957,-14.2,2.5,69,-1
957,-15.9,2.2,69,-1
957,-16.4,1.6,69,-1
957,-21.1,1.9,69,-1
958,-19.5,2.1,69,-1
958,-20.1,2.4,69,-1
958,-19.2,2.1,69,-1
958,-21.7,1.7,69,-1
958,-22.8,2.2,69,-1
959,-20.1,2.1,69,-1
959,-22.9,2.4,69,-1
959,-22.5,1.8,69,-1
