,year,d14c,sig_d14c,id
0,1725.0,12.2,2.3,Intcal20
1,1724.0,9.0,2.1,Intcal20
2,1724.0,14.0,2.3,Intcal20
3,1723.0,12.0,2.3,Intcal20
4,1722.0,11.2,2.1,Intcal20
5,1721.0,12.7,2.3,Intcal20
6,1720.0,14.5,2.3,Intcal20
7,1719.0,14.9,2.3,Intcal20
8,1718.0,17.1,2.2,Intcal20
9,1718.0,14.5,2.1,Intcal20
10,1717.0,17.0,2.3,Intcal20
11,1716.0,15.4,2.3,Intcal20
12,1715.0,14.7,2.3,Intcal20
13,1714.0,18.3,2.3,Intcal20
14,1713.0,17.9,2.3,Intcal20
15,1712.0,12.9,2.3,Intcal20
16,1711.0,17.9,2.3,Intcal20
17,1711.0,18.9,2.3,Intcal20
18,1710.0,14.6,2.3,Intcal20
19,1709.0,14.1,2.5,Intcal20
20,1708.0,14.2,2.1,Intcal20
21,1707.0,10.9,2.3,Intcal20
22,1707.0,14.1,2.3,Intcal20
23,1706.0,13.9,2.5,Intcal20
24,1705.0,16.2,2.5,Intcal20
25,1704.0,15.1,2.0,Intcal20
26,1703.0,16.7,1.8,Intcal20
27,1703.0,18.9,2.2,Intcal20
28,1702.0,9.5,2.9,Intcal20
29,1702.0,11.5,2.3,Intcal20
30,1702.0,14.8,2.3,Intcal20
31,1701.0,18.5,2.7,Intcal20
32,1700.0,18.2,2.9,Intcal20
33,1700.0,20.0,2.3,Intcal20
34,1699.0,20.5,2.5,Intcal20
35,1698.0,16.2,2.7,Intcal20
36,1697.0,19.0,2.5,Intcal20
37,1696.0,15.3,2.3,Intcal20
38,1695.0,18.1,2.3,Intcal20
39,1694.0,16.7,2.5,Intcal20
40,1693.0,15.6,2.5,Intcal20
41,1692.0,15.6,2.3,Intcal20
42,1691.0,14.0,1.8,Intcal20
43,1690.0,13.9,1.8,Intcal20
44,1748.0,4.5,2.3,Intcal20
45,1747.0,6.9,2.3,Intcal20
46,1746.0,6.9,2.3,Intcal20
47,1746.0,7.9,2.3,Intcal20
48,1745.0,6.3,2.3,Intcal20
49,1745.0,2.4,2.6,Intcal20
50,1744.0,2.8,2.2,Intcal20
51,1743.0,4.1,1.8,Intcal20
52,1743.0,7.0,2.8,Intcal20
53,1742.0,5.5,2.3,Intcal20
54,1741.0,0.9,2.1,Intcal20
55,1741.0,1.4,2.6,Intcal20
56,1740.0,5.6,2.3,Intcal20
57,1739.0,5.5,2.1,Intcal20
58,1739.0,7.6,2.6,Intcal20
59,1738.0,7.2,2.3,Intcal20
60,1737.0,7.2,2.6,Intcal20
61,1736.0,7.4,2.6,Intcal20
62,1735.0,7.4,2.5,Intcal20
63,1734.0,9.0,2.9,Intcal20
64,1733.0,8.9,2.5,Intcal20
65,1732.0,7.1,2.0,Intcal20
66,1731.0,5.6,1.8,Intcal20
67,1730.0,10.6,2.5,Intcal20
68,1729.0,12.7,2.3,Intcal20
69,1728.0,11.6,2.5,Intcal20
70,1727.0,14.3,2.5,Intcal20
71,1726.0,17.9,2.0,Intcal20
72,1725.0,13.7,1.8,Intcal20
73,1724.0,16.1,2.3,Intcal20
74,1723.0,15.0,2.3,Intcal20
75,1722.0,14.2,2.1,Intcal20
76,1721.0,14.5,2.3,Intcal20
77,1720.0,15.0,2.1,Intcal20
78,1720.0,15.0,2.1,Intcal20
79,1719.0,13.5,2.1,Intcal20
80,1719.0,20.9,2.3,Intcal20
81,1718.0,18.0,2.2,Intcal20
82,1718.0,18.4,2.2,Intcal20
83,1717.0,15.5,2.1,Intcal20
84,1717.0,15.0,2.1,Intcal20
85,1716.0,20.3,2.7,Intcal20
86,1715.0,18.6,2.3,Intcal20
87,1714.0,17.5,2.3,Intcal20
88,1713.0,17.4,2.3,Intcal20
89,1712.0,14.8,2.3,Intcal20
90,1711.0,17.1,2.2,Intcal20
91,1711.0,20.3,2.3,Intcal20
92,1710.0,17.4,2.2,Intcal20
93,1710.0,20.5,2.3,Intcal20
94,1709.0,19.8,2.5,Intcal20
95,1708.0,16.8,2.3,Intcal20
96,1707.0,16.1,2.2,Intcal20
97,1707.0,18.7,2.2,Intcal20
98,1706.0,14.7,2.3,Intcal20
99,1705.0,16.7,2.2,Intcal20
100,1704.0,19.9,2.2,Intcal20
101,1704.0,23.7,2.3,Intcal20
102,1703.0,18.2,2.3,Intcal20
103,1702.0,17.7,2.2,Intcal20
104,1702.0,19.5,2.2,Intcal20
105,1701.0,16.2,2.2,Intcal20
106,1701.0,22.8,2.3,Intcal20
107,1700.0,16.1,2.5,Intcal20
108,1700.0,16.6,2.5,Intcal20
109,1699.0,19.1,2.3,Intcal20
110,1698.0,21.1,2.3,Intcal20
111,1697.0,17.6,2.3,Intcal20
112,1696.0,19.7,2.2,Intcal20
113,1695.0,19.1,2.3,Intcal20
114,1694.0,17.8,2.3,Intcal20
115,1693.0,16.4,2.3,Intcal20
116,1692.0,18.2,2.3,Intcal20
117,1691.0,15.6,2.3,Intcal20
118,1690.0,15.5,2.3,Intcal20
119,1689.0,14.4,2.7,Intcal20
120,1688.0,15.1,2.3,Intcal20
121,1687.0,14.7,2.3,Intcal20
122,1686.0,17.5,2.2,Intcal20
123,1686.0,17.4,2.7,Intcal20
124,1700.0,16.7,2.5,Intcal20
125,1699.0,14.3,2.5,Intcal20
126,1698.0,14.2,2.5,Intcal20
127,1697.0,18.2,2.5,Intcal20
128,1696.0,14.0,2.3,Intcal20
129,1695.0,14.5,1.6,Intcal20
130,1695.0,12.5,2.3,Intcal20
131,1694.0,13.5,2.0,Intcal20
132,1694.0,18.3,2.5,Intcal20
133,1693.0,15.0,2.3,Intcal20
134,1692.0,15.0,2.3,Intcal20
135,1691.0,15.0,2.7,Intcal20
136,1690.0,11.9,2.6,Intcal20
137,1689.0,16.9,2.5,Intcal20
138,1688.0,18.2,2.3,Intcal20
139,1687.0,12.6,2.6,Intcal20
140,1687.0,15.0,2.9,Intcal20
141,1686.0,18.0,2.3,Intcal20
142,1686.0,17.4,3.2,Intcal20
143,1685.0,13.5,3.2,Intcal20
144,1684.0,13.2,2.3,Intcal20
145,1683.0,11.6,2.3,Intcal20
146,1682.0,12.2,2.5,Intcal20
147,1681.0,11.9,2.3,Intcal20
148,1680.0,13.0,2.1,Intcal20
149,1678.0,8.4,2.3,Intcal20
150,1677.0,11.6,2.1,Intcal20
151,1677.0,8.2,2.3,Intcal20
152,1676.0,9.7,2.3,Intcal20
153,1676.0,13.1,2.3,Intcal20
154,1675.0,11.9,2.3,Intcal20
155,1674.0,5.8,2.6,Intcal20
156,1674.0,12.4,2.5,Intcal20
157,1673.0,16.7,2.3,Intcal20
158,1673.0,13.9,2.3,Intcal20
159,1672.0,10.9,2.3,Intcal20
160,1671.0,13.2,2.3,Intcal20
161,1671.0,17.6,2.7,Intcal20
162,1670.0,9.8,2.3,Intcal20
163,1669.0,11.3,2.5,Intcal20
164,1668.0,11.9,2.6,Intcal20
165,1667.0,10.1,2.5,Intcal20
166,1666.0,8.4,2.3,Intcal20
167,1665.0,6.7,1.8,Intcal20
168,1664.0,7.5,2.3,Intcal20
169,1664.0,5.2,1.8,Intcal20
170,1663.0,8.7,2.5,Intcal20
171,1662.0,7.5,2.5,Intcal20
172,1661.0,9.0,2.5,Intcal20
173,1660.0,4.1,2.2,Intcal20
174,1660.0,3.7,2.5,Intcal20
175,1659.0,6.2,2.6,Intcal20
176,1658.0,9.3,2.5,Intcal20
177,1657.0,4.5,2.0,Intcal20
178,1656.0,4.6,2.1,Intcal20
179,1655.0,6.3,2.1,Intcal20
180,1654.0,5.1,2.3,Intcal20
181,1654.0,9.7,2.5,Intcal20
182,1653.0,4.1,2.5,Intcal20
183,1651.0,4.9,2.5,Intcal20
184,1650.0,5.4,2.3,Intcal20
185,1650.0,6.1,2.5,Intcal20
186,1649.0,2.1,2.2,Intcal20
187,1649.0,6.3,2.5,Intcal20
188,1648.0,3.3,2.2,Intcal20
189,1647.0,3.9,2.6,Intcal20
190,1646.0,2.7,2.2,Intcal20
191,1645.0,2.2,2.2,Intcal20
192,1644.0,1.0,1.6,Intcal20
193,1644.0,4.0,2.1,Intcal20
194,1643.0,3.8,2.5,Intcal20
195,1642.0,1.5,2.2,Intcal20
196,1641.0,2.2,2.7,Intcal20
197,1640.0,-1.2,2.1,Intcal20
198,1640.0,-4.6,2.7,Intcal20
199,1639.0,-1.1,1.6,Intcal20
200,1639.0,4.4,2.5,Intcal20
201,1638.0,-2.6,2.2,Intcal20
202,1637.0,0.6,2.7,Intcal20
203,1636.0,-0.4,2.1,Intcal20
204,1636.0,4.0,2.5,Intcal20
205,1635.0,-1.4,2.1,Intcal20
206,1635.0,4.8,2.5,Intcal20
207,1634.0,-3.3,2.5,Intcal20
208,1633.0,-0.2,2.5,Intcal20
209,1632.0,-3.6,2.5,Intcal20
210,1631.0,-3.4,2.5,Intcal20
211,1630.0,-4.0,2.5,Intcal20
212,1629.0,-4.6,2.1,Intcal20
213,1629.0,4.0,2.5,Intcal20
214,1628.0,-4.6,2.5,Intcal20
215,1627.0,-0.4,2.5,Intcal20
216,1626.0,-6.3,2.5,Intcal20
217,1625.0,-0.5,2.5,Intcal20
218,1625.0,-0.9,1.7,Intcal20
219,1624.0,-4.0,1.7,Intcal20
220,1623.0,2.0,2.6,Intcal20
221,1622.0,-2.9,2.5,Intcal20
222,1622.0,-2.3,2.2,Intcal20
223,1621.0,-2.3,2.2,Intcal20
224,1620.0,2.0,2.2,Intcal20
225,1620.0,-3.9,2.6,Intcal20
226,1619.0,-0.3,2.2,Intcal20
227,1618.0,-1.5,2.2,Intcal20
228,1617.0,-4.2,2.5,Intcal20
229,1616.0,-5.4,2.2,Intcal20
230,1615.0,-0.8,2.2,Intcal20
231,1615.0,-8.4,2.5,Intcal20
232,1614.0,-1.3,2.5,Intcal20
233,1613.0,-5.2,2.2,Intcal20
234,1612.0,-1.4,2.5,Intcal20
235,1611.0,-6.2,2.5,Intcal20
236,1611.0,-6.6,2.5,Intcal20
237,1610.0,-2.7,2.5,Intcal20
238,1609.0,-3.1,2.1,Intcal20
239,1608.0,0.0,2.5,Intcal20
240,1608.0,-7.2,2.7,Intcal20
241,1607.0,-4.8,2.6,Intcal20
242,1606.0,-4.9,2.6,Intcal20
243,1606.0,-2.6,2.5,Intcal20
244,1606.0,-7.0,2.7,Intcal20
245,1605.0,-2.6,2.6,Intcal20
246,1605.0,-8.2,2.6,Intcal20
247,1604.0,-3.6,2.5,Intcal20
248,1604.0,-10.4,2.2,Intcal20
249,1603.0,-4.3,2.5,Intcal20
250,1602.0,-2.0,2.5,Intcal20
251,1601.0,-3.2,2.6,Intcal20
252,1601.0,-0.1,2.2,Intcal20
253,1600.0,-0.5,2.2,Intcal20
254,1600.0,2.0,2.2,Intcal20
255,1599.0,-1.0,2.2,Intcal20
256,1598.0,0.5,2.2,Intcal20
257,1597.0,-1.5,2.5,Intcal20
258,1596.0,-0.4,2.2,Intcal20
259,1595.0,2.2,2.2,Intcal20
260,1594.0,2.5,2.2,Intcal20
261,1593.0,0.5,2.1,Intcal20
262,1592.0,-0.4,2.6,Intcal20
263,1591.0,3.7,2.2,Intcal20
264,1590.0,4.5,2.3,Intcal20
265,1589.0,3.7,2.2,Intcal20
266,1588.0,1.1,2.2,Intcal20
267,1587.0,1.3,2.2,Intcal20
268,1586.0,2.5,2.2,Intcal20
269,1585.0,3.7,2.5,Intcal20
270,1584.0,0.8,2.2,Intcal20
271,1583.0,4.1,2.1,Intcal20
272,1582.0,3.1,2.2,Intcal20
273,1581.0,-0.3,2.2,Intcal20
274,1580.0,3.6,2.2,Intcal20
275,1579.0,2.4,2.2,Intcal20
276,1578.0,5.2,2.3,Intcal20
277,1577.0,3.3,2.5,Intcal20
278,1576.0,1.8,2.2,Intcal20
279,1575.0,3.9,2.2,Intcal20
280,1574.0,4.0,2.2,Intcal20
281,1573.0,7.9,2.5,Intcal20
282,1572.0,6.3,2.3,Intcal20
283,1571.0,5.4,2.5,Intcal20
284,1570.0,6.5,2.5,Intcal20
285,1569.0,5.6,2.3,Intcal20
286,1568.0,4.4,2.5,Intcal20
287,1567.0,7.4,2.3,Intcal20
288,1567.0,0.3,2.5,Intcal20
289,1566.0,5.5,2.3,Intcal20
290,1566.0,10.8,2.3,Intcal20
291,1565.0,7.0,2.5,Intcal20
292,1564.0,5.5,2.6,Intcal20
293,1563.0,5.1,2.3,Intcal20
294,1562.0,5.9,2.3,Intcal20
295,1561.0,6.9,2.5,Intcal20
296,1560.0,3.1,2.5,Intcal20
297,1559.0,7.5,2.3,Intcal20
298,1558.0,8.5,2.3,Intcal20
299,1557.0,5.6,2.5,Intcal20
300,1556.0,9.1,2.5,Intcal20
301,1555.0,9.4,2.1,Intcal20
302,1554.0,9.2,2.3,Intcal20
303,1553.0,7.3,2.3,Intcal20
304,1552.0,13.3,2.6,Intcal20
305,1551.0,9.7,2.6,Intcal20
306,1550.0,9.0,2.3,Intcal20
307,1550.0,7.3,2.3,Intcal20
308,1550.0,12.7,2.8,Intcal20
309,1549.0,11.6,2.8,Intcal20
310,1548.0,12.1,2.3,Intcal20
311,1547.0,12.6,2.3,Intcal20
312,1546.0,8.8,2.5,Intcal20
313,1545.0,11.0,2.3,Intcal20
314,1544.0,8.7,2.3,Intcal20
315,1543.0,10.2,2.1,Intcal20
316,1542.0,11.1,2.3,Intcal20
317,1542.0,8.8,2.3,Intcal20
318,1541.0,14.5,2.1,Intcal20
319,1541.0,9.9,2.1,Intcal20
320,1540.0,13.1,2.3,Intcal20
321,1540.0,7.3,2.3,Intcal20
322,1539.0,15.0,2.3,Intcal20
323,1539.0,9.2,2.6,Intcal20
324,1538.0,12.6,2.5,Intcal20
325,1538.0,12.2,2.3,Intcal20
326,1537.0,14.6,2.3,Intcal20
327,1537.0,16.5,2.2,Intcal20
328,1536.0,12.4,2.5,Intcal20
329,1536.0,10.4,2.3,Intcal20
330,1535.0,13.1,2.3,Intcal20
331,1535.0,11.6,2.3,Intcal20
332,1534.0,13.4,2.5,Intcal20
333,1534.0,9.0,2.3,Intcal20
334,1533.0,13.4,2.1,Intcal20
335,1533.0,11.0,2.3,Intcal20
336,1532.0,14.8,2.5,Intcal20
337,1532.0,14.2,2.3,Intcal20
338,1531.0,14.3,2.1,Intcal20
339,1530.0,11.5,2.3,Intcal20
340,1529.0,12.8,2.3,Intcal20
341,1528.0,12.5,2.1,Intcal20
342,1527.0,11.5,2.3,Intcal20
343,1526.0,12.4,2.3,Intcal20
344,1525.0,6.0,2.5,Intcal20
345,1525.0,15.0,2.3,Intcal20
346,1524.0,10.0,2.3,Intcal20
347,1523.0,10.1,2.3,Intcal20
348,1522.0,9.1,2.6,Intcal20
349,1521.0,11.0,2.6,Intcal20
350,1520.0,8.5,2.3,Intcal20
351,1519.0,6.5,2.6,Intcal20
352,1517.0,11.6,2.3,Intcal20
353,1516.0,9.2,2.3,Intcal20
354,1515.0,8.5,2.1,Intcal20
355,1514.0,10.0,2.3,Intcal20
356,1513.0,10.5,2.3,Intcal20
357,1512.0,10.0,2.3,Intcal20
358,1511.0,6.9,2.1,Intcal20
359,1510.0,8.6,2.3,Intcal20
360,1744.5,2.1,2.5,Intcal20
361,1734.5,6.8,2.3,Intcal20
362,1724.5,11.2,2.5,Intcal20
363,1714.5,15.8,2.7,Intcal20
364,1714.5,17.3,2.3,Intcal20
365,1704.5,16.4,1.8,Intcal20
366,1694.5,16.6,2.3,Intcal20
367,1684.5,11.8,2.5,Intcal20
368,1674.5,14.0,2.1,Intcal20
369,1664.5,7.7,2.3,Intcal20
370,1664.5,10.2,2.3,Intcal20
371,1654.5,6.3,2.3,Intcal20
372,1644.5,4.7,2.3,Intcal20
373,1634.5,3.4,2.5,Intcal20
374,1624.5,-2.7,2.5,Intcal20
375,1614.5,-3.7,2.2,Intcal20
376,1604.5,0.5,2.5,Intcal20
377,1594.5,-1.8,2.2,Intcal20
378,1584.5,4.8,2.1,Intcal20
379,1574.5,4.7,2.3,Intcal20
380,1564.5,5.4,2.5,Intcal20
381,1554.5,7.8,2.3,Intcal20
382,1544.5,10.3,2.5,Intcal20
383,1534.5,16.0,2.5,Intcal20
384,1524.5,12.7,2.6,Intcal20
385,1514.5,9.8,2.3,Intcal20
386,1504.5,11.6,2.3,Intcal20
387,1135.5,-12.9,2.5,Intcal20
388,1115.5,-17.4,2.4,Intcal20
389,1105.5,-15.1,2.2,Intcal20
390,1095.5,-13.8,2.5,Intcal20
391,1085.5,-9.9,2.2,Intcal20
392,1075.5,-3.5,2.2,Intcal20
393,1075.5,-9.7,2.0,Intcal20
394,1065.5,-8.5,1.7,Intcal20
395,1055.5,-6.1,2.0,Intcal20
396,1045.5,-6.5,2.5,Intcal20
397,1035.5,-6.6,2.2,Intcal20
398,934.5,-20.6,2.6,Intcal20
399,924.5,-18.7,2.4,Intcal20
400,914.5,-12.3,2.5,Intcal20
401,904.5,-10.8,2.6,Intcal20
402,894.5,-13.8,2.6,Intcal20
403,884.5,-17.2,2.7,Intcal20
404,874.5,-16.0,2.4,Intcal20
405,864.5,-16.4,2.6,Intcal20
406,854.5,-14.8,2.5,Intcal20
407,854.5,-21.2,2.7,Intcal20
408,844.5,-16.9,2.6,Intcal20
409,834.5,-12.4,2.5,Intcal20
410,824.5,-13.9,2.5,Intcal20
411,814.5,-10.2,2.5,Intcal20
412,804.5,-10.5,2.6,Intcal20
413,794.5,-12.1,2.6,Intcal20
414,794.5,-16.3,2.4,Intcal20
415,794.5,-12.1,2.6,Intcal20
416,784.5,-4.6,2.1,Intcal20
417,774.5,-12.7,2.6,Intcal20
418,764.5,-16.3,2.4,Intcal20
419,754.5,-19.1,2.4,Intcal20
420,754.5,-18.4,2.6,Intcal20
421,744.5,-9.1,2.6,Intcal20
422,734.5,-5.9,2.1,Intcal20
423,724.5,-6.7,2.5,Intcal20
424,714.5,-9.2,2.2,Intcal20
425,704.5,-10.6,2.6,Intcal20
426,694.5,-5.2,2.6,Intcal20
427,684.5,-12.5,2.8,Intcal20
428,674.5,-10.5,2.7,Intcal20
429,664.5,-11.5,2.7,Intcal20
430,654.5,-13.9,2.6,Intcal20
431,644.5,-15.9,2.7,Intcal20
432,634.5,-23.2,2.6,Intcal20
433,634.5,-21.5,2.7,Intcal20
434,624.5,-19.2,2.6,Intcal20
435,614.5,-17.8,5.1,Intcal20
436,604.5,-17.8,2.4,Intcal20
437,594.5,-21.2,2.7,Intcal20
438,584.5,-18.3,2.6,Intcal20
439,574.5,-19.8,2.7,Intcal20
440,564.5,-17.8,2.6,Intcal20
441,554.5,-18.9,2.7,Intcal20
442,544.5,-14.1,2.5,Intcal20
443,544.5,-18.6,2.6,Intcal20
444,534.5,-22.6,2.6,Intcal20
445,524.5,-23.6,2.6,Intcal20
446,524.5,-26.4,2.1,Intcal20
447,514.5,-21.9,2.2,Intcal20
448,504.5,-21.6,2.4,Intcal20
449,494.5,-18.1,2.1,Intcal20
450,484.5,-16.9,2.7,Intcal20
451,474.5,-15.6,2.5,Intcal20
452,464.5,-16.6,2.6,Intcal20
453,454.5,-15.5,2.6,Intcal20
454,444.5,-11.5,2.6,Intcal20
455,434.5,-10.8,2.6,Intcal20
456,424.5,-16.7,2.1,Intcal20
457,414.5,-18.1,2.6,Intcal20
458,404.5,-20.2,2.4,Intcal20
459,394.5,-19.0,2.1,Intcal20
460,384.5,-19.7,1.7,Intcal20
461,374.5,-21.1,1.7,Intcal20
462,374.5,-24.0,2.6,Intcal20
463,364.5,-16.6,2.4,Intcal20
464,354.5,-18.3,2.6,Intcal20
465,344.5,-17.0,2.4,Intcal20
466,334.5,-19.6,2.6,Intcal20
467,324.5,-17.7,2.7,Intcal20
468,314.5,-22.9,2.6,Intcal20
469,304.5,-21.4,2.6,Intcal20
470,294.5,-14.5,2.5,Intcal20
471,284.5,-17.7,2.6,Intcal20
472,274.5,-10.5,2.5,Intcal20
473,264.5,-7.5,2.6,Intcal20
474,254.5,-11.6,2.5,Intcal20
475,254.5,-18.2,2.6,Intcal20
476,244.5,-14.2,2.7,Intcal20
477,244.5,-13.6,2.5,Intcal20
478,234.5,-17.3,2.7,Intcal20
479,264.5,-8.7,2.6,Intcal20
480,254.5,-17.0,2.4,Intcal20
481,244.5,-15.3,2.1,Intcal20
482,234.5,-18.6,2.6,Intcal20
483,224.5,-17.6,2.7,Intcal20
484,214.5,-18.2,2.7,Intcal20
485,204.5,-16.9,2.6,Intcal20
486,204.5,-21.2,2.6,Intcal20
487,194.5,-14.1,2.7,Intcal20
488,184.5,-11.4,2.5,Intcal20
489,174.5,-13.1,2.6,Intcal20
490,164.5,-13.1,2.8,Intcal20
491,154.5,-11.9,2.5,Intcal20
492,144.5,-10.2,2.6,Intcal20
493,134.5,-6.7,2.5,Intcal20
494,134.5,-10.4,2.5,Intcal20
495,124.5,-16.4,2.4,Intcal20
496,124.5,-15.0,2.2,Intcal20
497,124.5,-15.9,2.8,Intcal20
498,114.5,-14.5,2.8,Intcal20
499,104.5,-13.4,2.7,Intcal20
500,94.5,-5.1,2.5,Intcal20
501,94.5,-11.6,2.1,Intcal20
502,84.5,-9.3,2.6,Intcal20
503,74.5,-13.3,2.6,Intcal20
504,74.5,-9.7,2.5,Intcal20
505,64.5,-12.8,1.7,Intcal20
506,54.5,-16.1,2.0,Intcal20
507,54.5,-9.3,2.5,Intcal20
508,44.5,-14.9,2.6,Intcal20
509,34.5,-8.1,3.1,Intcal20
510,24.5,-14.3,2.5,Intcal20
511,14.5,-15.3,1.7,Intcal20
512,4.5,-9.8,2.0,Intcal20
513,4.5,-14.1,2.6,Intcal20
514,-3.5,-16.8,2.6,Intcal20
515,-3.5,-19.8,2.7,Intcal20
516,-13.5,-9.0,2.6,Intcal20
517,-13.5,-12.5,2.0,Intcal20
518,-23.5,-12.8,2.6,Intcal20
519,-33.5,-5.8,2.6,Intcal20
520,-33.5,-13.1,1.7,Intcal20
521,-43.5,-16.0,2.7,Intcal20
522,-43.5,-13.8,2.1,Intcal20
523,-53.5,-10.2,2.5,Intcal20
524,-53.5,-17.3,2.6,Intcal20
525,-63.5,-15.7,2.6,Intcal20
526,-63.5,-16.0,2.7,Intcal20
527,-73.5,-14.7,2.7,Intcal20
528,-83.5,-8.3,2.6,Intcal20
529,-83.5,-9.7,2.6,Intcal20
530,-93.5,-13.6,2.5,Intcal20
531,-103.5,-8.7,2.6,Intcal20
532,-113.5,-8.4,2.7,Intcal20
533,-123.5,-10.2,2.7,Intcal20
534,-133.5,-7.2,2.7,Intcal20
535,-143.5,-5.7,2.1,Intcal20
536,1314.5,-0.2,2.5,Intcal20
537,1304.5,0.8,2.2,Intcal20
538,1304.5,1.8,2.1,Intcal20
539,1294.5,-3.0,2.5,Intcal20
540,1284.5,-8.2,2.2,Intcal20
541,1274.5,-13.7,2.5,Intcal20
542,1264.5,-11.0,2.2,Intcal20
543,1254.5,-16.7,2.2,Intcal20
544,1244.5,-14.5,2.2,Intcal20
545,1234.5,-13.4,2.2,Intcal20
546,1224.5,-8.9,2.2,Intcal20
547,1224.5,-13.2,2.2,Intcal20
548,1214.5,-14.5,2.2,Intcal20
549,1204.5,-17.6,2.2,Intcal20
550,1194.5,-15.2,2.2,Intcal20
551,1184.5,-17.7,2.1,Intcal20
552,1174.5,-15.7,2.2,Intcal20
553,1164.5,-10.5,2.2,Intcal20
554,1164.5,-12.8,2.5,Intcal20
555,1154.5,-16.5,2.2,Intcal20
556,1144.5,-21.8,2.2,Intcal20
557,1144.5,-23.6,2.4,Intcal20
558,1134.5,-14.6,2.7,Intcal20
559,1124.5,-13.8,2.5,Intcal20
560,1114.5,-15.5,2.6,Intcal20
561,1104.5,-15.7,2.2,Intcal20
562,1094.5,-13.4,2.5,Intcal20
563,1084.5,-7.1,2.5,Intcal20
564,1084.5,-10.4,1.7,Intcal20
565,1074.5,-5.7,2.5,Intcal20
566,1064.5,-6.8,2.2,Intcal20
567,1054.5,-8.2,2.5,Intcal20
568,1044.5,-4.7,2.2,Intcal20
569,1034.5,-8.2,2.5,Intcal20
570,1024.5,-9.3,2.2,Intcal20
571,1014.5,-14.8,2.5,Intcal20
572,1004.5,-10.3,2.5,Intcal20
573,994.5,-14.6,2.1,Intcal20
574,984.5,-15.8,2.1,Intcal20
575,974.5,-21.6,2.4,Intcal20
576,964.5,-19.5,2.4,Intcal20
577,954.5,-18.9,2.6,Intcal20
578,944.5,-17.5,2.4,Intcal20
579,929.5,-17.4,2.4,Intcal20
580,909.5,-7.7,2.5,Intcal20
581,909.5,-10.0,2.5,Intcal20
582,889.5,-15.3,2.5,Intcal20
583,869.5,-18.6,2.1,Intcal20
584,849.5,-14.3,2.1,Intcal20
585,829.5,-11.5,2.2,Intcal20
586,809.5,-10.7,2.5,Intcal20
587,789.5,-6.4,2.2,Intcal20
588,789.5,-3.1,2.2,Intcal20
589,774.5,-13.1,2.6,Intcal20
590,764.5,-15.8,2.5,Intcal20
591,754.5,-12.4,2.2,Intcal20
592,744.5,-13.1,2.5,Intcal20
593,734.5,-10.8,2.5,Intcal20
594,1504.5,7.4,2.1,Intcal20
595,1504.5,13.5,2.3,Intcal20
596,1494.5,8.7,2.3,Intcal20
597,1494.5,13.7,2.3,Intcal20
598,1484.5,9.0,2.1,Intcal20
599,1474.5,9.0,2.3,Intcal20
600,1464.5,9.6,2.3,Intcal20
601,1454.5,11.7,2.3,Intcal20
602,1454.5,11.5,2.3,Intcal20
603,1444.5,9.2,2.0,Intcal20
604,1434.5,4.1,2.2,Intcal20
605,1424.5,1.3,2.1,Intcal20
606,1414.5,0.0,2.2,Intcal20
607,1404.5,-4.3,2.1,Intcal20
608,1394.5,-4.4,2.2,Intcal20
609,1384.5,-11.0,2.2,Intcal20
610,1384.5,-9.7,2.5,Intcal20
611,1374.5,-12.2,2.6,Intcal20
612,1374.5,-10.9,2.6,Intcal20
613,1364.5,-4.7,2.5,Intcal20
614,1364.5,-4.0,2.5,Intcal20
615,1354.5,-5.4,2.7,Intcal20
616,1354.5,-4.1,2.6,Intcal20
617,1344.5,0.5,2.7,Intcal20
618,1344.5,1.0,2.6,Intcal20
619,1334.5,3.9,2.2,Intcal20
620,1334.5,5.8,2.3,Intcal20
621,1324.5,0.7,2.5,Intcal20
622,1324.5,-1.9,2.5,Intcal20
623,1314.5,-1.4,2.1,Intcal20
624,1305.0,-3.0,2.5,Intcal20
625,-514.5,-3.0,2.2,Intcal20
626,-524.5,-9.2,2.2,Intcal20
627,-534.5,-1.3,2.2,Intcal20
628,-534.5,-4.4,2.6,Intcal20
629,-544.5,-7.7,2.6,Intcal20
630,-544.5,-5.7,2.8,Intcal20
631,-554.5,-6.0,2.2,Intcal20
632,-564.5,-5.9,2.8,Intcal20
633,-574.5,-4.5,2.9,Intcal20
634,-584.5,0.9,2.9,Intcal20
635,-594.5,-5.0,2.2,Intcal20
636,-604.5,-4.1,2.5,Intcal20
637,-614.5,0.0,2.1,Intcal20
638,-624.5,-0.9,2.2,Intcal20
639,-634.5,2.8,2.7,Intcal20
640,-644.5,4.8,2.6,Intcal20
641,-654.5,6.0,2.8,Intcal20
642,-654.5,7.6,2.3,Intcal20
643,-6475.0,73.1,3.1,Intcal20
644,-6497.5,67.5,4.1,Intcal20
645,-6497.5,68.8,4.1,Intcal20
646,-6513.0,65.5,4.1,Intcal20
647,-6513.0,55.4,4.1,Intcal20
648,-6536.5,61.7,4.1,Intcal20
649,-6553.5,73.8,3.9,Intcal20
650,-6553.5,77.7,4.0,Intcal20
651,-6575.5,62.7,4.1,Intcal20
652,-6598.5,68.1,4.1,Intcal20
653,-6627.5,65.4,3.6,Intcal20
654,-6645.0,66.8,4.0,Intcal20
655,-6660.5,59.9,4.2,Intcal20
656,-6674.5,73.0,4.1,Intcal20
657,-6674.5,67.6,4.3,Intcal20
