,year,d14c,sig_d14c,id
1572,-6455.5,75.1,2.8,Intcal20
1573,-6465.5,67.0,3.9,Intcal20
1574,-6465.5,74.2,3.6,Intcal20
1575,-6475.5,64.0,3.0,Intcal20
1576,-6485.5,63.4,4.0,Intcal20
1577,-6495.5,70.0,4.1,Intcal20
1578,-6505.5,71.5,3.6,Intcal20
1579,-6515.5,66.8,3.6,Intcal20
1580,-6515.5,70.5,3.6,Intcal20
1581,-6525.5,67.0,3.6,Intcal20
1582,-6525.5,74.5,4.0,Intcal20
1583,-6535.5,65.5,3.6,Intcal20
1584,-6545.5,73.2,3.9,Intcal20
1585,-6545.5,73.5,4.0,Intcal20
1586,-6555.5,71.4,4.0,Intcal20
1587,-6555.5,74.5,3.9,Intcal20
1588,-6565.5,76.7,4.0,Intcal20
1589,-6575.5,75.0,3.9,Intcal20
1590,-6575.5,70.1,4.0,Intcal20
1591,-6585.5,78.7,2.8,Intcal20
1592,-6585.5,81.5,3.9,Intcal20
1593,-6595.5,72.3,3.6,Intcal20
1594,-6605.5,71.0,3.6,Intcal20
1595,-6605.5,69.9,3.5,Intcal20
1596,-6615.5,72.0,3.5,Intcal20
1597,-6615.5,62.8,4.2,Intcal20
1598,-6625.5,79.9,3.6,Intcal20
1599,-6625.5,71.4,4.3,Intcal20
1600,-6635.5,76.1,3.6,Intcal20
1601,-6635.5,73.4,4.1,Intcal20
1602,-6645.5,64.6,2.8,Intcal20
1603,-6645.5,72.5,3.9,Intcal20
1604,-6655.5,64.5,4.2,Intcal20
1605,-6665.5,67.9,4.3,Intcal20
1606,-6675.5,68.6,3.9,Intcal20
1607,-6685.5,69.2,4.0,Intcal20
1608,-6695.5,69.8,4.5,Intcal20
1609,-6705.5,64.3,4.0,Intcal20
1610,-6715.5,63.5,4.2,Intcal20
1611,-6725.5,71.4,3.6,Intcal20
1612,-6735.5,67.5,4.1,Intcal20
1613,-6745.5,55.6,5.3,Intcal20
1614,-6745.5,70.2,4.0,Intcal20
1615,-6745.5,83.8,3.9,Intcal20
1616,-6755.5,72.3,4.7,Intcal20
1617,-6765.5,64.2,4.0,Intcal20
1618,-6765.5,77.8,3.0,Intcal20
1619,-6775.5,71.4,4.0,Intcal20
1620,-6785.5,64.8,4.1,Intcal20
1621,-6785.5,76.4,3.9,Intcal20
1622,-6795.5,74.4,4.7,Intcal20
1623,-6805.5,75.7,3.9,Intcal20
1624,-6815.5,82.0,6.5,Intcal20
1625,-6815.5,82.2,4.7,Intcal20
1626,-6825.5,66.9,5.2,Intcal20
1627,-6825.5,79.1,3.9,Intcal20
1628,-6835.5,77.4,4.7,Intcal20
1629,-6845.5,69.4,3.9,Intcal20
1630,-6855.5,80.3,4.7,Intcal20
1631,-6865.5,69.6,3.6,Intcal20
1632,-6875.5,79.4,4.6,Intcal20
1633,-6885.5,81.6,3.9,Intcal20
1634,-6895.5,83.1,3.9,Intcal20
1635,-6895.5,84.8,4.7,Intcal20
1636,-6905.5,86.7,3.9,Intcal20
1637,-6915.5,88.3,4.7,Intcal20
1638,-6925.5,78.5,3.0,Intcal20
1639,-6925.5,78.9,2.8,Intcal20
1640,-6935.5,89.5,3.7,Intcal20
1641,-6945.5,93.0,3.7,Intcal20
1642,-6955.5,88.2,5.3,Intcal20
1643,-6955.5,85.9,4.7,Intcal20
1644,-6965.5,98.6,4.9,Intcal20
1645,-6965.5,85.7,3.6,Intcal20
1646,-6975.5,97.6,4.8,Intcal20
1647,-6985.5,94.9,4.0,Intcal20
1648,-6995.5,98.1,4.2,Intcal20
1649,-7005.5,97.5,3.6,Intcal20
1650,-7005.5,91.8,3.5,Intcal20
1651,-7015.5,92.0,3.7,Intcal20
1652,-7025.5,98.3,4.2,Intcal20
1653,-7025.5,95.0,4.4,Intcal20
1654,-7035.5,94.4,4.2,Intcal20
1655,-7045.5,98.3,4.1,Intcal20
1656,-7055.5,98.5,4.0,Intcal20
1657,-7065.5,84.0,3.0,Intcal20
1658,-7075.5,88.0,3.7,Intcal20
1659,-7075.5,85.0,4.2,Intcal20
1660,-7085.5,76.6,4.0,Intcal20
1661,-7095.5,81.3,4.8,Intcal20
1662,-7105.5,90.3,3.7,Intcal20
1663,-7115.5,91.8,3.7,Intcal20
1664,-7125.5,86.9,5.3,Intcal20
1665,-7135.5,91.0,4.2,Intcal20
1666,-7145.5,86.0,3.9,Intcal20
1667,-7155.5,96.4,4.0,Intcal20
1668,-7165.5,91.9,3.7,Intcal20
1669,-7175.5,92.8,3.7,Intcal20
1670,-7185.5,85.8,3.9,Intcal20
1671,-7185.5,81.6,3.9,Intcal20
1672,-7195.5,84.4,2.8,Intcal20
1673,-7195.5,83.3,4.3,Intcal20
1674,724.5,-10.9,2.7,Intcal20
1675,724.5,-7.2,2.7,Intcal20
1676,714.5,-4.6,2.7,Intcal20
1677,714.5,-8.1,2.7,Intcal20
1678,704.5,-6.7,3.0,Intcal20
1679,704.5,-6.5,3.0,Intcal20
1680,694.5,-3.6,3.0,Intcal20
1681,694.5,-6.3,3.0,Intcal20
1682,684.5,-6.4,3.0,Intcal20
1683,684.5,-6.4,3.0,Intcal20
1684,674.5,-8.1,2.7,Intcal20
1685,674.5,-5.7,2.7,Intcal20
1686,664.5,-11.6,2.7,Intcal20
1687,664.5,-8.9,2.7,Intcal20
1688,654.5,-14.1,2.7,Intcal20
1689,654.5,-13.9,2.7,Intcal20
1690,644.5,-19.2,2.7,Intcal20
1691,644.5,-19.3,2.7,Intcal20
1692,634.5,-16.9,2.7,Intcal20
1693,634.5,-18.9,2.7,Intcal20
1694,624.5,-16.9,2.9,Intcal20
1695,624.5,-20.1,2.9,Intcal20
1696,614.5,-15.5,2.9,Intcal20
1697,614.5,-19.0,2.9,Intcal20
1698,604.5,-16.2,2.9,Intcal20
1699,604.5,-21.0,2.9,Intcal20
1700,594.5,-23.0,2.9,Intcal20
1701,594.5,-15.4,2.9,Intcal20
1702,584.5,-19.6,2.9,Intcal20
1703,584.5,-16.9,2.9,Intcal20
1704,574.5,-17.1,2.9,Intcal20
1705,574.5,-20.0,2.9,Intcal20
1706,564.5,-21.9,2.4,Intcal20
1707,564.5,-20.2,2.4,Intcal20
1708,554.5,-19.1,2.1,Intcal20
1709,554.5,-21.9,2.3,Intcal20
1710,544.5,-21.2,2.4,Intcal20
1711,544.5,-25.3,2.4,Intcal20
1712,534.5,-24.0,2.4,Intcal20
1713,534.5,-27.3,2.4,Intcal20
1714,524.5,-27.2,2.5,Intcal20
1715,524.5,-28.0,2.4,Intcal20
1716,514.5,-19.9,2.6,Intcal20
1717,514.5,-24.6,2.4,Intcal20
1718,504.5,-25.4,2.5,Intcal20
1719,504.5,-24.8,2.4,Intcal20
1720,494.5,-28.9,2.5,Intcal20
1721,494.5,-22.2,2.4,Intcal20
1722,-1499.5,10.6,2.3,Intcal20
1723,-1509.5,14.4,2.3,Intcal20
1724,-1519.5,10.2,2.3,Intcal20
1725,1744.5,-0.2,2.5,Intcal20
1726,1734.5,5.3,2.6,Intcal20
1727,1724.5,10.5,2.5,Intcal20
1728,1714.5,21.5,2.0,Intcal20
1729,1704.5,14.1,2.4,Intcal20
1730,1694.5,16.5,2.4,Intcal20
1731,1684.5,17.3,2.5,Intcal20
1732,1674.5,10.5,2.5,Intcal20
1733,1664.5,6.7,2.4,Intcal20
1734,1654.5,6.9,2.1,Intcal20
1735,1644.5,5.9,2.1,Intcal20
1736,1634.5,0.9,2.1,Intcal20
1737,1624.5,3.8,2.1,Intcal20
1738,1614.5,0.4,2.1,Intcal20
1739,1604.5,1.0,2.2,Intcal20
1740,1594.5,-3.3,2.2,Intcal20
1741,1584.5,5.1,2.3,Intcal20
1742,1574.5,4.5,2.3,Intcal20
1743,1564.5,9.5,2.0,Intcal20
1744,1554.5,9.5,2.3,Intcal20
1745,1544.5,7.4,2.4,Intcal20
1746,1534.5,13.3,2.4,Intcal20
1747,1524.5,10.7,2.3,Intcal20
1748,1514.5,12.3,2.3,Intcal20
1749,1504.5,13.3,2.3,Intcal20
1750,1494.5,13.0,2.6,Intcal20
1751,1484.5,8.5,2.5,Intcal20
1752,1474.5,14.0,2.4,Intcal20
1753,1464.5,9.4,2.3,Intcal20
1754,1454.5,8.3,2.6,Intcal20
1755,1444.5,3.5,2.9,Intcal20
1756,1434.5,2.1,2.1,Intcal20
1757,1424.5,-0.0,2.4,Intcal20
1758,1414.5,-2.3,2.2,Intcal20
1759,1404.5,-5.8,1.5,Intcal20
1760,1394.5,-4.2,2.4,Intcal20
1761,1384.5,-12.6,2.3,Intcal20
1762,1374.5,-12.5,2.3,Intcal20
1763,1364.5,-10.3,2.3,Intcal20
1764,1354.5,-2.5,2.2,Intcal20
1765,1344.5,-1.2,2.1,Intcal20
1766,1334.5,2.6,1.7,Intcal20
1767,1324.5,3.2,2.5,Intcal20
1768,1314.5,-0.1,1.9,Intcal20
1769,1304.5,-2.8,2.2,Intcal20
1770,1294.5,-3.5,2.2,Intcal20
1771,1284.5,-4.6,2.0,Intcal20
1772,1274.5,-8.6,2.3,Intcal20
1773,1264.5,-12.6,2.1,Intcal20
1774,1254.5,-13.1,2.1,Intcal20
1775,1244.5,-13.8,2.2,Intcal20
1776,1234.5,-14.5,2.5,Intcal20
1777,1224.5,-11.0,2.2,Intcal20
1778,1214.5,-16.5,2.4,Intcal20
1779,1204.5,-18.2,2.2,Intcal20
1780,1194.5,-12.4,2.5,Intcal20
1781,1184.5,-9.3,2.1,Intcal20
1782,1174.5,-14.6,2.1,Intcal20
1783,1164.5,-17.0,2.2,Intcal20
1784,1154.5,-17.0,2.0,Intcal20
1785,1144.5,-20.7,2.0,Intcal20
1786,1134.5,-16.7,2.0,Intcal20
1787,1124.5,-17.4,2.4,Intcal20
1788,1114.5,-20.3,2.2,Intcal20
1789,1104.5,-16.8,2.4,Intcal20
1790,1094.5,-16.7,2.2,Intcal20
1791,1084.5,-16.3,2.1,Intcal20
1792,1074.5,-7.2,2.5,Intcal20
1793,1064.5,-8.4,2.5,Intcal20
1794,1054.5,-2.0,2.4,Intcal20
1795,1044.5,-15.6,2.1,Intcal20
1796,1034.5,-10.2,2.3,Intcal20
1797,1024.5,-11.3,2.3,Intcal20
1798,1014.5,-18.1,2.1,Intcal20
1799,1004.5,-17.9,2.1,Intcal20
1800,994.5,-14.2,2.1,Intcal20
1801,984.5,-16.3,2.1,Intcal20
1802,974.5,-17.0,2.1,Intcal20
1803,964.5,-21.7,2.2,Intcal20
1804,954.5,-17.7,2.2,Intcal20
1805,1749.5,3.8,2.7,Intcal20
1806,1729.5,14.1,2.8,Intcal20
1807,1709.5,20.8,2.0,Intcal20
1808,1689.5,20.4,2.9,Intcal20
1809,1669.5,4.9,2.8,Intcal20
1810,1649.5,3.9,2.0,Intcal20
1811,1629.5,-5.4,2.8,Intcal20
1812,1609.5,-3.9,2.7,Intcal20
1813,1589.5,1.3,2.4,Intcal20
1814,1569.5,0.3,2.7,Intcal20
1815,1549.5,10.0,1.9,Intcal20
1816,1529.5,15.4,2.9,Intcal20
1817,1509.5,12.3,2.9,Intcal20
1818,1489.5,14.5,2.9,Intcal20
1819,1469.5,9.4,3.1,Intcal20
1820,1459.5,8.8,1.8,Intcal20
1821,1449.5,3.5,2.9,Intcal20
1822,1429.5,0.7,3.2,Intcal20
1823,1409.5,1.6,2.4,Intcal20
1824,1389.5,-6.7,5.8,Intcal20
1825,1369.5,-13.2,2.3,Intcal20
1826,1349.5,-6.8,2.7,Intcal20
1827,1329.5,4.1,2.4,Intcal20
1828,1309.5,4.5,2.4,Intcal20
1829,1289.5,2.3,5.9,Intcal20
1830,1265.0,-12.4,2.8,Intcal20
1831,1255.0,-15.6,2.8,Intcal20
1832,939.5,-15.8,2.7,Intcal20
1833,919.5,-14.2,2.3,Intcal20
1834,899.5,-10.2,2.3,Intcal20
1835,879.5,-19.2,2.3,Intcal20
1836,859.5,-15.4,2.8,Intcal20
1837,849.5,-17.7,2.8,Intcal20
1838,829.5,-13.0,2.8,Intcal20
1839,809.5,-14.3,2.7,Intcal20
1840,789.5,-13.9,2.7,Intcal20
1841,769.5,-12.4,2.7,Intcal20
1842,749.5,-13.8,2.7,Intcal20
1843,729.5,-7.4,2.0,Intcal20
1844,709.5,-9.5,3.1,Intcal20
1845,689.5,-6.7,3.1,Intcal20
1846,669.5,-10.5,3.1,Intcal20
1847,649.5,-17.8,2.0,Intcal20
1848,629.5,-14.7,3.1,Intcal20
1849,609.5,-19.8,3.1,Intcal20
1850,589.5,-24.8,3.0,Intcal20
1851,569.5,-18.0,3.1,Intcal20
1852,549.5,-21.3,3.2,Intcal20
1853,529.5,-18.9,3.1,Intcal20
1854,509.5,-18.8,2.8,Intcal20
1855,489.5,-20.8,2.8,Intcal20
1856,469.5,-14.1,2.8,Intcal20
1857,449.5,-14.0,2.8,Intcal20
1858,429.5,-17.2,2.8,Intcal20
1859,409.5,-18.3,2.8,Intcal20
1860,389.5,-20.3,2.8,Intcal20
1861,369.5,-21.0,2.8,Intcal20
1862,349.5,-15.4,3.1,Intcal20
1863,329.5,-18.7,3.1,Intcal20
1864,309.5,-19.0,2.8,Intcal20
1865,289.5,-14.3,2.8,Intcal20
1866,269.5,-10.8,3.1,Intcal20
1867,249.5,-7.6,3.1,Intcal20
1868,229.5,-15.6,3.1,Intcal20
1869,209.5,-14.8,3.1,Intcal20
1870,189.5,-19.8,3.1,Intcal20
1871,169.5,-13.3,3.1,Intcal20
1872,149.5,-7.9,3.1,Intcal20
1873,129.5,-9.0,3.1,Intcal20
1874,109.5,-14.9,3.1,Intcal20
1875,89.5,-13.9,3.1,Intcal20
1876,69.5,-18.5,2.7,Intcal20
1877,49.5,-14.2,3.1,Intcal20
1878,29.5,-11.4,2.7,Intcal20
1879,9.5,-14.6,2.8,Intcal20
1880,-9.5,-10.9,3.1,Intcal20
1881,-29.5,-13.5,3.1,Intcal20
1882,-49.5,-13.6,2.8,Intcal20
1883,-69.5,-12.4,2.7,Intcal20
1884,-89.5,-11.6,2.7,Intcal20
1885,-109.5,-12.3,2.3,Intcal20
1886,-129.5,-11.4,2.7,Intcal20
1887,-229.5,-8.1,2.8,Intcal20
1888,-249.5,-7.2,2.7,Intcal20
1889,-269.5,-11.7,2.7,Intcal20
1890,-289.5,-1.8,3.1,Intcal20
1891,-294.5,-2.7,2.9,Intcal20
1892,-309.5,-1.0,2.9,Intcal20
1893,-309.5,-1.0,2.9,Intcal20
1894,-329.5,1.4,3.1,Intcal20
1895,-349.5,5.6,2.8,Intcal20
1896,-369.5,3.9,2.2,Intcal20
1897,-389.5,-0.8,2.6,Intcal20
1898,-409.5,-18.8,3.1,Intcal20
1899,-429.5,-12.7,2.8,Intcal20
1900,-449.5,-10.1,2.8,Intcal20
1901,-469.5,-10.9,2.8,Intcal20
1902,-489.5,-5.6,2.8,Intcal20
1903,-509.5,-3.1,2.9,Intcal20
1904,-529.5,-6.0,2.8,Intcal20
1905,-549.5,-8.3,2.8,Intcal20
1906,-569.5,-1.8,2.9,Intcal20
1907,-589.5,-0.9,2.9,Intcal20
1908,-609.5,-3.2,2.9,Intcal20
1909,-629.5,4.8,2.9,Intcal20
1910,-649.5,7.0,2.4,Intcal20
1911,-669.5,5.1,2.0,Intcal20
1912,-689.5,12.1,2.0,Intcal20
1913,-709.5,17.1,2.7,Intcal20
1914,-729.5,19.6,2.3,Intcal20
1915,-749.5,23.1,2.3,Intcal20
1916,-769.5,16.8,2.8,Intcal20
1917,-789.5,18.1,2.0,Intcal20
1918,-809.5,6.2,3.1,Intcal20
1919,-829.5,6.0,3.1,Intcal20
1920,-849.5,2.3,2.7,Intcal20
1921,-869.5,1.3,2.4,Intcal20
1922,-889.5,5.5,2.4,Intcal20
1923,-909.5,2.7,2.2,Intcal20
1924,-929.5,-1.7,3.2,Intcal20
1925,-949.5,0.2,3.2,Intcal20
1926,-969.5,5.5,1.9,Intcal20
1927,-989.5,5.2,2.0,Intcal20
1928,-1009.5,2.5,1.4,Intcal20
1929,-1029.5,4.2,2.0,Intcal20
1930,-1049.5,3.3,1.7,Intcal20
1931,-1069.5,3.0,1.7,Intcal20
1932,-1089.5,8.5,2.0,Intcal20
1933,-1109.5,14.0,2.0,Intcal20
1934,-1149.5,9.0,2.8,Intcal20
1935,-1169.5,7.0,2.4,Intcal20
1936,-1189.5,13.6,2.8,Intcal20
1937,-1209.5,14.3,2.8,Intcal20
1938,-1229.5,11.0,2.4,Intcal20
1939,-1249.5,22.5,2.4,Intcal20
1940,-1269.5,12.8,2.9,Intcal20
1941,-1289.5,15.4,2.9,Intcal20
1942,-1309.5,15.7,2.9,Intcal20
1943,-1329.5,11.4,2.8,Intcal20
1944,-1349.5,21.0,2.8,Intcal20
1945,-1369.5,24.7,3.2,Intcal20
1946,-1389.5,24.2,2.7,Intcal20
1947,-1409.5,21.1,2.4,Intcal20
1948,-1429.5,13.0,2.8,Intcal20
1949,-1449.5,13.2,1.8,Intcal20
1950,-1469.5,15.3,2.7,Intcal20
1951,-1489.5,20.8,2.8,Intcal20
1952,-1509.5,24.8,2.8,Intcal20
1953,-1529.5,9.9,2.6,Intcal20
1954,-1549.5,10.1,3.1,Intcal20
1955,-1569.5,17.2,2.8,Intcal20
1956,-1589.5,19.3,2.4,Intcal20
1957,-1609.5,21.9,2.7,Intcal20
1958,-1629.5,19.3,2.7,Intcal20
1959,-1649.5,22.3,2.3,Intcal20
1960,-1669.5,23.7,2.7,Intcal20
1961,-1689.5,16.9,2.8,Intcal20
1962,-1709.5,15.2,3.3,Intcal20
1963,-1729.5,25.4,2.3,Intcal20
1964,-1749.5,20.1,2.7,Intcal20
1965,-1769.5,19.4,2.4,Intcal20
1966,-1789.5,13.5,2.9,Intcal20
1967,-1809.5,24.9,3.3,Intcal20
1968,-1829.5,19.8,3.3,Intcal20
1969,-1849.5,30.7,2.4,Intcal20
1970,-1869.5,32.1,2.4,Intcal20
1971,-1889.5,24.4,2.3,Intcal20
1972,-1909.5,21.6,3.2,Intcal20
1973,-1929.5,27.4,2.4,Intcal20
1974,-1949.5,25.0,2.3,Intcal20
1975,-1969.5,28.0,2.9,Intcal20
1976,-1989.5,21.0,3.7,Intcal20
1977,-2009.5,28.9,2.7,Intcal20
1978,-2029.5,31.6,2.8,Intcal20
1979,-2049.5,22.7,2.8,Intcal20
1980,-2069.5,25.5,3.2,Intcal20
1981,-2089.5,33.6,2.7,Intcal20
1982,-2109.5,35.6,3.2,Intcal20
1983,-2129.5,34.6,3.2,Intcal20
1984,-2149.5,23.9,2.3,Intcal20
1985,-2169.5,33.3,3.2,Intcal20
1986,-2189.5,29.2,2.4,Intcal20
1987,-2209.5,28.0,2.4,Intcal20
1988,-2229.5,32.4,2.8,Intcal20
1989,-2249.5,40.0,2.3,Intcal20
1990,-2269.5,40.7,2.9,Intcal20
1991,-2289.5,36.7,2.8,Intcal20
1992,-2309.5,38.6,2.8,Intcal20
1993,-2329.5,38.6,2.3,Intcal20
1994,-2349.5,40.5,2.8,Intcal20
1995,-2369.5,41.6,2.3,Intcal20
1996,-2389.5,44.5,2.9,Intcal20
1997,-2409.5,42.9,2.1,Intcal20
1998,-2429.5,49.5,1.3,Intcal20
1999,-2449.5,52.4,1.8,Intcal20
2000,-2469.5,42.5,2.3,Intcal20
2001,-2489.5,45.1,2.3,Intcal20
2002,-2509.5,38.5,1.8,Intcal20
2003,-2529.5,40.5,2.7,Intcal20
2004,-2549.5,51.0,2.5,Intcal20
2005,-2569.5,48.3,2.0,Intcal20
2006,-2589.5,43.8,1.9,Intcal20
2007,-2609.5,45.3,3.3,Intcal20
2008,-2629.5,40.7,1.8,Intcal20
2009,-2649.5,50.7,2.5,Intcal20
2010,-2669.5,43.2,2.1,Intcal20
2011,-2689.5,51.2,2.1,Intcal20
2012,-2709.5,41.8,2.1,Intcal20
2013,-2729.5,54.5,1.6,Intcal20
2014,-2749.5,54.0,2.1,Intcal20
2015,-2769.5,57.0,2.9,Intcal20
2016,-2789.5,47.0,2.3,Intcal20
2017,-2809.5,62.2,2.4,Intcal20
2018,-2829.5,72.4,1.5,Intcal20
2019,-2849.5,75.5,2.0,Intcal20
2020,-2889.5,59.7,2.4,Intcal20
2021,-2909.5,57.6,2.1,Intcal20
2022,-2929.5,45.9,2.3,Intcal20
2023,-2949.5,46.1,2.3,Intcal20
2024,-2969.5,50.1,3.3,Intcal20
2025,-2989.5,54.1,2.5,Intcal20
2026,-3009.5,60.8,2.5,Intcal20
2027,-3029.5,58.1,2.4,Intcal20
2028,-3049.5,51.3,2.4,Intcal20
2029,-3069.5,58.5,2.5,Intcal20
2030,-3089.5,60.3,2.9,Intcal20
2031,-3109.5,53.1,3.5,Intcal20
2032,-3129.5,56.8,2.8,Intcal20
2033,-3149.5,53.9,2.5,Intcal20
2034,-3169.5,63.3,3.3,Intcal20
2035,-3189.5,59.2,2.8,Intcal20
2036,-3209.5,60.2,2.9,Intcal20
2037,-3229.5,66.8,2.1,Intcal20
2038,-3249.5,76.8,2.4,Intcal20
2039,-3269.5,77.0,3.1,Intcal20
2040,-3289.5,80.3,2.6,Intcal20
2041,-3309.5,78.3,2.6,Intcal20
2042,-3329.5,79.3,2.6,Intcal20
2043,-3349.5,73.9,2.5,Intcal20
2044,-3369.5,70.2,3.3,Intcal20
2045,-3389.5,58.6,2.9,Intcal20
2046,-3409.5,66.5,3.3,Intcal20
2047,-3429.5,72.4,3.3,Intcal20
2048,-3449.5,75.0,3.1,Intcal20
2049,-3469.5,77.2,3.4,Intcal20
2050,-3489.5,82.2,3.5,Intcal20
2051,-3509.5,75.6,3.5,Intcal20
2052,-3529.5,71.8,3.5,Intcal20
2053,-3549.5,68.3,3.5,Intcal20
2054,-3569.5,74.4,3.6,Intcal20
2055,-3589.5,85.2,3.6,Intcal20
2056,-3609.5,85.1,3.6,Intcal20
2057,-3629.5,80.2,3.6,Intcal20
2058,-3649.5,74.4,3.6,Intcal20
2059,-3669.5,78.0,3.4,Intcal20
2060,-3689.5,79.3,3.4,Intcal20
2061,-3709.5,69.6,3.3,Intcal20
2062,-3729.5,70.5,3.3,Intcal20
2063,-3749.5,77.2,3.4,Intcal20
2064,-3769.5,83.7,3.1,Intcal20
2065,-3789.5,70.4,3.3,Intcal20
2066,-3809.5,74.4,3.1,Intcal20
2067,-3829.5,63.8,2.8,Intcal20
2068,-3842.5,70.8,3.1,Intcal20
2069,-3862.5,72.2,3.1,Intcal20
2070,-3882.5,86.8,3.1,Intcal20
2071,-3902.5,82.1,3.1,Intcal20
2072,-3922.5,90.0,3.1,Intcal20
2073,-3942.5,85.8,3.1,Intcal20
2074,-3962.5,79.8,3.1,Intcal20
2075,-3982.5,76.9,3.1,Intcal20
2076,-3989.5,78.6,2.8,Intcal20
2077,-4009.5,69.7,2.5,Intcal20
2078,-4029.5,78.8,2.4,Intcal20
2079,-4049.5,66.7,2.4,Intcal20
2080,-4069.5,72.4,2.5,Intcal20
2081,-4089.5,73.2,2.5,Intcal20
2082,-4109.5,76.0,3.3,Intcal20
2083,-4129.5,83.8,3.4,Intcal20
2084,-4149.5,80.3,3.9,Intcal20
2085,-4169.5,76.2,2.9,Intcal20
2086,-4189.5,80.2,3.5,Intcal20
2087,-4209.5,94.8,3.1,Intcal20
2088,-4229.5,86.4,3.0,Intcal20
2089,-4249.5,78.5,3.0,Intcal20
2090,-4269.5,80.2,3.1,Intcal20
2091,-4289.5,87.1,3.1,Intcal20
2092,-4309.5,89.4,2.8,Intcal20
2093,-4329.5,90.2,3.0,Intcal20
2094,-4349.5,81.9,2.8,Intcal20
2095,-4369.5,73.7,2.5,Intcal20
2096,-4389.5,78.1,3.0,Intcal20
2097,-4409.5,75.9,2.9,Intcal20
2098,-4429.5,83.2,3.0,Intcal20
2099,-4449.5,86.5,3.0,Intcal20
2100,-4469.5,77.3,3.0,Intcal20
2101,-4489.5,79.5,3.0,Intcal20
2102,-4509.5,78.8,3.1,Intcal20
2103,-4529.5,77.9,3.1,Intcal20
2104,-4549.5,77.9,3.1,Intcal20
2105,-4569.5,83.0,3.4,Intcal20
2106,-4589.5,79.4,3.1,Intcal20
2107,-4609.5,79.9,3.0,Intcal20
2108,-4629.5,79.9,3.0,Intcal20
2109,-4649.5,91.1,3.5,Intcal20
2110,-4669.5,86.6,3.1,Intcal20
2111,-4689.5,85.2,3.0,Intcal20
2112,-4709.5,90.1,3.0,Intcal20
2113,-4729.5,83.4,3.4,Intcal20
2114,-4749.5,86.3,3.4,Intcal20
2115,-4769.5,90.5,3.4,Intcal20
2116,-4789.5,82.3,3.5,Intcal20
2117,-4809.5,81.5,3.4,Intcal20
2118,-4829.5,87.6,2.6,Intcal20
2119,-4849.5,83.7,3.4,Intcal20
2120,-4869.5,83.0,3.5,Intcal20
2121,-4889.5,93.1,3.4,Intcal20
2122,-4909.5,81.4,3.6,Intcal20
2123,-4929.5,90.9,2.0,Intcal20
2124,-4949.5,80.7,2.8,Intcal20
2125,-4969.5,85.5,2.8,Intcal20
2126,-4989.5,89.6,2.8,Intcal20
2127,-5009.5,85.5,3.0,Intcal20
2128,-5029.5,92.3,3.4,Intcal20
2129,-5049.5,92.1,3.1,Intcal20
2130,-5069.5,89.0,3.1,Intcal20
2131,-5089.5,88.4,3.4,Intcal20
2132,-5109.5,93.4,3.1,Intcal20
2133,-5129.5,98.2,3.1,Intcal20
2134,-5149.5,94.2,3.4,Intcal20
2135,-5169.5,100.2,3.2,Intcal20
2136,-5189.5,108.5,3.2,Intcal20
2137,-5209.5,100.4,3.2,Intcal20
2138,1534.5,11.2,2.8,Intcal20
2139,1524.5,17.6,2.4,Intcal20
2140,1514.5,9.8,2.4,Intcal20
2141,1504.5,6.9,2.4,Intcal20
2142,1234.5,-11.1,2.8,Intcal20
2143,1224.5,-15.6,2.0,Intcal20
2144,1214.5,-18.0,3.1,Intcal20
2145,1194.5,-11.7,3.1,Intcal20
2146,1174.5,-12.1,2.0,Intcal20
2147,1164.5,-14.8,2.0,Intcal20
2148,1154.5,-16.7,2.0,Intcal20
2149,1144.5,-20.0,2.0,Intcal20
2150,1134.5,-11.3,2.7,Intcal20
2151,1124.5,-13.6,2.7,Intcal20
2152,1114.5,-15.9,2.7,Intcal20
2153,1104.5,-10.6,2.7,Intcal20
2154,1094.5,-11.2,2.7,Intcal20
2155,1084.5,-8.7,2.3,Intcal20
2156,1074.5,-9.1,2.3,Intcal20
2157,1064.5,0.2,2.4,Intcal20
2158,1054.5,-2.0,2.7,Intcal20
2159,1044.5,-6.3,2.7,Intcal20
2160,1034.5,-8.5,2.7,Intcal20
2161,1024.5,-10.0,2.8,Intcal20
2162,1014.5,-13.7,2.8,Intcal20
2163,1004.5,-17.2,2.3,Intcal20
2164,994.5,-13.0,2.3,Intcal20
2165,984.5,-16.1,2.3,Intcal20
2166,974.5,-12.1,2.3,Intcal20
2167,964.5,-18.1,2.3,Intcal20
2168,954.5,-18.8,2.3,Intcal20
2169,-164.5,-8.5,2.7,Intcal20
2170,-174.5,-7.0,2.8,Intcal20
2171,-184.5,-7.3,2.7,Intcal20
2172,-194.5,-10.5,3.1,Intcal20
2173,-204.5,-12.9,2.8,Intcal20
2174,-214.5,-13.6,2.8,Intcal20
2175,-294.5,-2.1,2.7,Intcal20
2176,-424.5,-16.6,2.7,Intcal20
2177,-434.5,-11.7,3.2,Intcal20
2178,-444.5,-7.8,3.1,Intcal20
2179,-454.5,-4.7,3.2,Intcal20
2180,-464.5,-5.6,3.1,Intcal20
2181,-474.5,-5.5,3.1,Intcal20
2182,-484.5,-7.0,3.2,Intcal20
2183,-494.5,-5.4,3.1,Intcal20
2184,-504.5,-2.8,3.1,Intcal20
2185,-514.5,-5.6,2.6,Intcal20
2186,-524.5,-3.3,2.7,Intcal20
2187,-534.5,-3.3,2.7,Intcal20
