,year,d14c,sig_d14c
0,-5420.0,89.3,2.3
1,-5418.0,90.2,2.3
2,-5416.0,89.8,2.3
3,-5414.0,89.1,2.3
4,-5412.0,88.2,2.3
5,-5411.0,86.1,3.2
6,-5410.0,96.0,2.3
7,-5409.0,93.1,3.5
8,-5408.0,100.3,3.4
9,-5407.0,93.6,3.5
10,-5406.0,96.2,3.4
11,-5405.0,93.6,3.4
12,-5404.0,90.9,3.5
13,-5403.0,92.3,3.4
14,-5402.0,92.5,3.3
15,-5401.0,92.0,3.4
16,-5400.0,86.3,3.2
17,-5398.0,88.3,3.2
18,-5396.0,86.9,3.4
