,year,d14c,sig_d14c
0,-5420.0,97.4,3.3
1,-5419.0,96.4,3.4
2,-5418.0,97.4,3.3
3,-5417.0,92.9,3.7
4,-5416.0,98.6,3.6
5,-5415.0,93.0,3.8
6,-5414.0,90.3,3.7
7,-5413.0,87.9,3.2
8,-5412.0,95.1,3.1
9,-5411.0,91.1,2.2
10,-5410.0,99.5,3.0
11,-5409.0,98.45,2.23
12,-5408.0,100.2,3.0
13,-5407.0,97.3,1.98
14,-5406.0,96.3,3.0
15,-5405.0,92.9,2.09
16,-5404.0,91.3,3.0
17,-5403.0,92.8,2.16
18,-5402.0,90.0,3.0
19,-5401.0,92.0,2.05
20,-5400.0,91.7,3.0
